,Wine,Vintage,Format,Region,Cost,Qty,Negoce
0,Latour,2003,75cl,Bordeaux,5880,12,Milon
1,Margaux,2003,75cl,Bordeaux,3750,12,Milon
2,Ducru Beaucaillou,1995,75cl,Bordeaux,1550,96,Milon
