,Wine,Vintage,Format,Cost,Qty,Negoce
414,AUSONE / SIMARD,2008,750ml,11.5,6000,RCA
415,AUSONE / SIMARD,2007,750ml,8.5,6000,RCA
416,AUSONE / SIMARD,2006,750ml,9.5,6000,RCA
417,AUSONE / SIMARD,2005,750ml,12.5,6000,RCA
418,AUSONE / SIMARD,1998,750ml,11.5,6000,RCA
419,AUSONE / SIMARD,1996,750ml,8.5,6000,RCA
420,AUSONE / SIMARD,1995,750ml,11.5,6000,RCA
421,BALESTARD LA TONNELLE,2012,750ml,22.0,20000,RCA
422,BALESTARD LA TONNELLE,2011,750ml,25.0,15000,RCA
423,BALESTARD LA TONNELLE,2010,750ml,30.0,12000,RCA
424,BALESTARD LA TONNELLE,2007,750ml,20.5,20000,RCA
425,BARDE HAUT,2012,750ml,15.9,623,RCA
426,BARDE HAUT,2006,750ml,18.2,3300,RCA
427,BARDE HAUT,2003,750ml,19.5,480,RCA
428,BATAILLEY,2007,750ml,31.0,1800,RCA
429,BATAILLEY,2006,750ml,40.0,6,RCA
430,BATAILLEY,2003,750ml,40.0,12,RCA
431,BELGRAVE,2010,750ml,26.0,60,RCA
432,BELGRAVE,2009,750ml,29.0,24,RCA
433,BELGRAVE,2008,750ml,30.5,6,RCA
434,BELGRAVE,2006,750ml,40.0,6,RCA
435,BELLEVUE MONDOTTE,2008,750ml,120.0,12,RCA
436,BERLIQUET,2014,750ml,20.4,240,RCA
437,BERLIQUET,2013,750ml,20.0,66,RCA
438,BERLIQUET,2012,750ml,19.9,180,RCA
439,BERLIQUET,2011,750ml,22.2,120,RCA
440,BERLIQUET,2009,750ml,23.0,204,RCA
441,BERLIQUET,2008,750ml,19.0,846,RCA
442,BERNADOTTE,2011,750ml,10.7,132,RCA
443,BEYCHEVELLE,2015,750ml,62.0,60,RCA
444,BEYCHEVELLE,2014,750ml,64.0,480,RCA
445,BEYCHEVELLE,2013,750ml,64.0,186,RCA
446,BEYCHEVELLE,2011,750ml,66.0,72,RCA
447,BEYCHEVELLE,2010,750ml,86.0,60,RCA
448,BEYCHEVELLE,2006,750ml,97.0,4,RCA
449,BEYCHEVELLE,2004,750ml,95.0,9,RCA
450,BEYCHEVELLE,1998,750ml,90.0,12,RCA
451,BEYCHEVELLE / AMIRAL DE BEYCHEVELLE,2013,750ml,24.0,2640,RCA
452,BOLAIRE,2015,750ml,6.35,324,RCA
453,BOYD CANTENAC,2015,750ml,30.0,180,RCA
454,BOYD CANTENAC,2013,750ml,33.0,240,RCA
455,BOYD CANTENAC,2010,750ml,38.0,480,RCA
456,BOYD CANTENAC,2009,750ml,44.5,78,RCA
457,BOYD CANTENAC,2006,750ml,36.5,6,RCA
458,BRANAIRE DUCRU,2015,750ml,37.2,600,RCA
459,BRANAIRE DUCRU,2014,750ml,29.4,600,RCA
460,BRANAIRE DUCRU,2013,750ml,28.0,156,RCA
461,BRANAIRE DUCRU,2012,750ml,36.5,180,RCA
462,BRANAIRE DUCRU,2011,750ml,35.0,120,RCA
463,BRANAIRE DUCRU,2009,750ml,61.5,60,RCA
464,BRANAIRE DUCRU,2007,750ml,34.0,6,RCA
465,BRANAIRE DUCRU / DULUC DE BRANAIRE,2012,750ml,15.6,600,RCA
466,BRANAIRE DUCRU / DULUC DE BRANAIRE,2011,750ml,15.6,120,RCA
467,BRANAS GRAND POUJEAUX,2005,750ml,29.5,12,RCA
468,BRANE CANTENAC,2014,750ml,38.0,120,RCA
469,BRANE CANTENAC,2013,750ml,34.0,480,RCA
470,BRANE CANTENAC,2012,750ml,39.5,342,RCA
471,BRANE CANTENAC,2011,750ml,41.0,216,RCA
472,BRANE CANTENAC,2009,750ml,69.0,228,RCA
473,BRANE CANTENAC,2008,750ml,50.0,396,RCA
474,BRANE CANTENAC,2007,750ml,40.0,12,RCA
475,BRANE CANTENAC,2006,750ml,45.0,12,RCA
476,BRANE CANTENAC / BARON DE BRANE,2015,750ml,16.2,300,RCA
477,BRANE CANTENAC / BARON DE BRANE,2013,750ml,15.5,480,RCA
478,BRANE CANTENAC / BARON DE BRANE,2002,750ml,23.0,204,RCA
479,BROWN,2011,750ml,16.0,24,RCA
480,CABANNE (LA),2015,750ml,21.6,60,RCA
481,CALON SEGUR,2015,750ml,64.0,60,RCA
482,CALON SEGUR,2013,750ml,68.0,180,RCA
483,CALON SEGUR,2011,750ml,70.0,96,RCA
484,CALON SEGUR,2010,750ml,97.0,120,RCA
485,CALON SEGUR,2009,750ml,98.0,300,RCA
486,CALON SEGUR,2008,750ml,82.0,126,RCA
487,CALON SEGUR,2006,750ml,85.0,60,RCA
488,CALON SEGUR,2005,750ml,85.0,60,RCA
489,CALON SEGUR,2003,750ml,79.0,132,RCA
490,CALON SEGUR,2001,750ml,76.5,36,RCA
491,CALON SEGUR,2000,750ml,82.0,60,RCA
492,CALON SEGUR,1996,750ml,90.0,12,RCA
493,CALON SEGUR / CAPBERN Gasqueton,2013,750ml,10.7,360,RCA
494,CALON SEGUR / CAPBERN Gasqueton,2011,750ml,11.3,60,RCA
495,CALON SEGUR / MARQUIS DE CALON,2015,750ml,16.9,372,RCA
496,CALON SEGUR / MARQUIS DE CALON,2012,750ml,13.2,102,RCA
497,CALON SEGUR / MARQUIS DE CALON,2011,750ml,16.0,600,RCA
498,CAMBON LA PELOUSE,2015,750ml,9.75,960,RCA
499,CAMBON LA PELOUSE,2007,750ml,8.8,468,RCA
500,CAMENSAC,2015,750ml,19.2,600,RCA
501,CAMENSAC,2014,750ml,16.5,600,RCA
502,CAMENSAC,2013,750ml,16.5,240,RCA
503,CAMENSAC,2012,750ml,17.8,600,RCA
504,CAMENSAC,2011,750ml,19.0,2400,RCA
505,CAMENSAC,2010,750ml,24.5,120,RCA
506,CAMENSAC,2009,750ml,30.0,240,RCA
507,CAMENSAC,2008,750ml,23.0,3600,RCA
508,CAMENSAC,2006,750ml,23.5,4800,RCA
509,CAMENSAC,2005,750ml,34.0,1200,RCA
510,CAMENSAC / CLOSERIE DE CAMENSAC,2013,750ml,9.8,1200,RCA
511,CAMENSAC / CLOSERIE DE CAMENSAC,2012,750ml,10.3,2400,RCA
512,CAMENSAC / CLOSERIE DE CAMENSAC,2008,750ml,10.1,1200,RCA
513,CAMENSAC / CLOSERIE DE CAMENSAC,2007,750ml,9.7,600,RCA
514,CAMENSAC / CLOSERIE DE CAMENSAC,2006,750ml,9.0,4800,RCA
515,CANON,2015,750ml,125.0,12,RCA
516,CANON,2013,750ml,42.0,300,RCA
517,CANON,2012,750ml,57.0,48,RCA
518,CANON LA GAFFELIERE,2015,750ml,56.4,168,RCA
519,CANON LA GAFFELIERE ,2013,750ml,42.0,60,RCA
520,CANTEMERLE,2015,750ml,19.8,1200,RCA
521,CANTEMERLE,2014,750ml,18.0,1200,RCA
522,CANTEMERLE,2012,750ml,20.0,804,RCA
523,CANTEMERLE,2011,750ml,19.9,840,RCA
524,CANTEMERLE,2008,750ml,24.5,36,RCA
525,CANTEMERLE,2007,750ml,24.5,18,RCA
526,CANTEMERLE,2006,750ml,25.0,12,RCA
527,CANTEMERLE,2005,750ml,40.0,600,RCA
528,CANTEMERLE / ALLEES DE CANTEMERLE,2013,750ml,8.95,2400,RCA
529,CANTEMERLE / ALLEES DE CANTEMERLE,2011,750ml,12.4,360,RCA
530,CANTENAC BROWN,2014,750ml,29.0,36,RCA
531,CANTENAC BROWN,2012,750ml,33.0,114,RCA
532,CANTENAC BROWN,2011,750ml,30.5,216,RCA
533,CANTENAC BROWN,2006,750ml,40.0,6,RCA
534,CANTENAC BROWN / BRIO,2013,750ml,17.0,600,RCA
535,CAP DE MOURLIN,2012,750ml,19.5,12000,RCA
536,CAP DE MOURLIN,2011,750ml,22.5,15000,RCA
537,CAP DE MOURLIN,2007,750ml,19.0,20000,RCA
538,CAP DE MOURLIN,2006,750ml,19.5,18000,RCA
539,CARBONNIEUX Rouge,2012,750ml,23.9,240,RCA
540,CARBONNIEUX Rouge,2011,750ml,26.0,96,RCA
541,CHANTEGRIVE,2012,750ml,10.0,12000,RCA
542,CHARMAIL,2015,750ml,10.7,588,RCA
543,CHARMAIL,2012,750ml,11.95,12,RCA
544,CHASSE SPLEEN,2015,750ml,19.2,30,RCA
545,CHASSE SPLEEN,2014,750ml,19.5,72,RCA
546,CHASSE SPLEEN,2013,750ml,19.8,3600,RCA
547,CHASSE SPLEEN,2012,750ml,22.5,1620,RCA
548,CHASSE SPLEEN,2011,750ml,22.5,78,RCA
549,CHASSE SPLEEN,2010,750ml,35.5,600,RCA
550,CHASSE SPLEEN,2009,750ml,32.5,1200,RCA
551,CHASSE SPLEEN,2008,750ml,30.5,1200,RCA
552,CHASSE SPLEEN,2004,750ml,27.5,2400,RCA
553,CHASSE SPLEEN,1999,750ml,39.0,3600,RCA
554,CHASSE SPLEEN,1996,750ml,57.0,3600,RCA
555,CHASSE SPLEEN,1994,750ml,27.5,204,RCA
556,CHASSE SPLEEN / HERITAGE…,2013,750ml,10.9,2400,RCA
557,CHASSE SPLEEN / HERITAGE…,2008,750ml,13.0,1500,RCA
558,CHASSE SPLEEN / ORATOIRE DE…,2002,750ml,10.6,24,RCA
559,CHASSE SPLEEN BLANC,2011,750ml,13.5,84,RCA
560,CHASSE SPLEEN BLANC,2009,750ml,13.5,96,RCA
561,CHAUVIN,2012,750ml,20.5,21600,RCA
562,CHAUVIN,2011,750ml,22.0,12000,RCA
563,CHAUVIN,2010,750ml,26.5,18000,RCA
564,CHAUVIN,2009,750ml,28.5,4800,RCA
565,CHEVAL BLANC,2015,750ml,510.0,120,RCA
566,CHEVAL BLANC,2014,750ml,360.0,48,RCA
567,CHEVAL BLANC,2013,750ml,295.0,300,RCA
568,CHEVAL BLANC,2012,750ml,360.0,12,RCA
569,CHEVAL BLANC,2011,750ml,440.0,60,RCA
570,CHEVAL BLANC,2010,750ml,850.0,12,RCA
571,CHEVAL BLANC,2009,750ml,779.0,132,RCA
572,CHEVAL BLANC,2007,750ml,380.0,300,RCA
573,CHEVAL BLANC,2006,750ml,388.0,120,RCA
574,CHEVAL BLANC,2005,750ml,625.0,10,RCA
575,CHEVAL BLANC,2004,750ml,368.0,108,RCA
576,CHEVAL BLANC,2003,750ml,426.0,24,RCA
577,CHEVAL BLANC,2001,750ml,380.0,12,RCA
578,CHEVAL BLANC,2000,750ml,729.0,120,RCA
579,CHEVAL BLANC,1999,750ml,390.0,16,RCA
580,CHEVAL BLANC,1995,750ml,450.0,24,RCA
581,CHEVAL BLANC,1992,750ml,335.0,6,RCA
582,CHEVAL BLANC,1990,750ml,967.0,18,RCA
583,CHEVAL BLANC,1988,750ml,400.0,1,RCA
584,CHEVAL BLANC,1984,750ml,300.0,1,RCA
585,CHEVAL BLANC,1982,750ml,830.0,2,RCA
586,CHEVAL BLANC / PETIT CHEVAL,2014,750ml,110.0,240,RCA
587,CHEVAL BLANC / PETIT CHEVAL,2013,750ml,110.0,480,RCA
588,CHEVAL BLANC / PETIT CHEVAL,2012,750ml,125.0,12,RCA
589,CHEVAL BLANC / PETIT CHEVAL,2011,750ml,125.0,300,RCA
590,CHEVAL BLANC / PETIT CHEVAL,2007,750ml,125.0,264,RCA
591,CHEVAL BLANC / PETIT CHEVAL,1998,750ml,144.0,12,RCA
592,CITRAN,1996,750ml,20.0,3600,RCA
593,CLERC MILON (Mouton),2015,750ml,55.0,48,RCA
594,CLERC MILON (Mouton),2014,750ml,50.0,48,RCA
595,CLERC MILON (Mouton),2013,750ml,54.0,54,RCA
596,CLERC MILON (Mouton),2012,750ml,55.0,390,RCA
597,CLERC MILON (Mouton),2011,750ml,55.0,90,RCA
598,CLERC MILON (Mouton),2010,750ml,69.0,60,RCA
599,CLERC MILON (Mouton),2008,750ml,57.0,1,RCA
600,CLERC MILON (Mouton),2002,750ml,58.0,12,RCA
601,CLERC MILON (Mouton),2001,750ml,60.0,12,RCA
602,CLERC MILON (Mouton),1991,750ml,60.0,5,RCA
603,CLIMENS,2011,750ml,74.0,228,RCA
604,CLIMENS,2001,750ml,230.0,6,RCA
605,CLINET,2014,750ml,48.0,150,RCA
606,CLINET,2013,750ml,46.0,180,RCA
607,CLINET,2011,750ml,60.5,12,RCA
608,CLOS DE L'ORATOIRE,2014,750ml,20.0,180,RCA
609,CLOS DES JACOBINS,2010,750ml,25.2,108,RCA
610,CLOS DES JACOBINS,2006,750ml,27.5,36,RCA
611,CLOS FLORIDENE Blanc,2011,750ml,11.8,18,RCA
612,CLOS FOURTET,2005,750ml,160.0,12,RCA
613,CLOS HAUT PEYRAGUEY by Bernard Margrez,2013,750ml,26.5,600,RCA
614,CLOS HAUT PEYRAGUEY by Bernard Margrez,2010,750ml,33.0,300,RCA
615,CLOS LES LUNELLES (By PAVIE),2008,750ml,18.5,1200,RCA
616,CLOS LES LUNELLES (By PAVIE),2007,750ml,17.5,1200,RCA
617,CLOS LES LUNELLES (By PAVIE),2002,750ml,17.5,1200,RCA
618,CLOS PUY ARNAUD Cuvée Pervenche,2012,750ml,8.75,2442,RCA
619,CLOS PUY ARNAUD Cuvée Pervenche,2011,750ml,8.75,210,RCA
620,CLOTTE (LA),2010,750ml,31.0,36,RCA
621,CONSEILLANTE (LA),2015,750ml,125.0,12,RCA
622,CONSEILLANTE (LA),2012,750ml,84.0,36,RCA
623,CONSEILLANTE (LA),2011,750ml,82.0,420,RCA
624,CONSEILLANTE (LA),2010,750ml,182.0,60,RCA
625,CONSEILLANTE (LA),2007,750ml,65.0,36,RCA
626,CONSEILLANTE (LA),2005,750ml,195.0,120,RCA
627,CONSEILLANTE (LA),2000,750ml,210.0,3,RCA
628,CONSEILLANTE (LA),1990,750ml,400.0,1,RCA
629,COS / GOULEE by Cos d'Estournel,2013,750ml,17.0,300,RCA
630,COS D'ESTOURNEL,2015,750ml,120.0,120,RCA
631,COS D'ESTOURNEL,2014,750ml,85.0,30,RCA
632,COS D'ESTOURNEL,2013,750ml,93.0,120,RCA
633,COS D'ESTOURNEL,2012,750ml,89.0,186,RCA
634,COS D'ESTOURNEL,2011,750ml,94.0,42,RCA
635,COS D'ESTOURNEL,2010,750ml,175.0,12,RCA
636,COS D'ESTOURNEL,2009,750ml,265.0,48,RCA
637,COS D'ESTOURNEL,2007,750ml,94.0,480,RCA
638,COS D'ESTOURNEL,2006,750ml,105.0,480,RCA
639,COS D'ESTOURNEL,2005,750ml,168.0,240,RCA
640,COS D'ESTOURNEL,2004,750ml,110.0,120,RCA
641,COS D'ESTOURNEL,2003,750ml,166.0,12,RCA
642,COS D'ESTOURNEL,1996,750ml,154.0,30,RCA
643,COS D'ESTOURNEL,1993,750ml,88.0,12,RCA
644,COS D'ESTOURNEL,1982,750ml,380.0,96,RCA
645,COS D'ESTOURNEL / PAGODES DE COS,2015,750ml,32.5,24,RCA
646,COS D'ESTOURNEL / PAGODES DE COS,2014,750ml,26.4,600,RCA
647,COS D'ESTOURNEL / PAGODES DE COS,2013,750ml,26.4,480,RCA
648,COS D'ESTOURNEL / PAGODES DE COS,2011,750ml,32.0,3000,RCA
649,COS D'ESTOURNEL / PAGODES DE COS,2010,750ml,51.5,600,RCA
650,COS D'ESTOURNEL / PAGODES DE COS,2009,750ml,51.5,600,RCA
651,COS LABORY,2011,750ml,23.0,300,RCA
652,COS LABORY,2010,750ml,32.0,6000,RCA
653,COS LABORY,2006,750ml,25.0,18,RCA
654,"COUFRAN, lovers edition",2005,750ml,15.0,1062,RCA
655,COUTET,2011,750ml,42.5,360,RCA
656,COUTET,2007,750ml,33.0,120,RCA
657,COUTET,2006,750ml,31.0,240,RCA
658,COUTET,2006,750ml,31.0,480,RCA
659,COUTET,2004,750ml,24.0,600,RCA
660,CROFT NM,NV,750ml,29.0,24,RCA
661,CROIZET BAGES,2015,750ml,24.0,972,RCA
662,CROIZET BAGES,2014,750ml,19.95,600,RCA
663,CROIZET BAGES,2013,750ml,24.0,600,RCA
664,CROIZET BAGES,2008,750ml,27.5,12,RCA
665,CROIZET BAGES,2006,750ml,27.5,6,RCA
666,CROIZET BAGES,1998,750ml,28.5,60,RCA
667,CROIZET BAGES,1967,750ml,56.0,120,RCA
668,DASSAULT,2007,750ml,24.0,360,RCA
669,DASSAULT,2006,750ml,29.0,2268,RCA
670,DASSAULT,2004,750ml,39.0,600,RCA
671,DASSAULT,2003,750ml,43.0,600,RCA
672,DASSAULT,2000,750ml,59.0,600,RCA
673,DASSAULT/ D de DASSAULT,2006,750ml,16.0,2340,RCA
674,DASSAULT/ D de DASSAULT,2004,750ml,14.5,5028,RCA
675,DAUZAC,2015,750ml,28.8,600,RCA
676,DAUZAC,2014,750ml,22.5,600,RCA
677,DAUZAC,2013,750ml,24.0,360,RCA
678,DAUZAC,2012,750ml,29.6,1200,RCA
679,DAUZAC,2006,750ml,29.0,6,RCA
680,DAUZAC / C DE DAUZAC,2013,750ml,12.8,582,RCA
681,DESMIRAIL,2015,750ml,23.4,300,RCA
682,DESMIRAIL,2014,750ml,23.0,3600,RCA
683,DESMIRAIL,2013,750ml,20.5,3600,RCA
684,DESMIRAIL,2010,750ml,34.0,2400,RCA
685,DESMIRAIL,2009,750ml,39.0,120,RCA
686,DESMIRAIL,2006,750ml,27.0,12,RCA
687,DESTIEUX,2012,750ml,23.0,6000,RCA
688,DESTIEUX,2011,750ml,25.0,6000,RCA
689,DESTIEUX,2004,750ml,26.0,600,RCA
690,DESTIEUX,1996,750ml,28.0,3600,RCA
691,DESTIEUX,1995,750ml,31.0,1800,RCA
692,DESTIEUX,1994,750ml,22.0,1800,RCA
693,DOISY DAËNE,2015,750ml,26.4,240,RCA
694,"Domaine de Chev./Clos Lunes ""Argent""",2015,750ml,8.35,1500,RCA
695,"Domaine de Chev./Clos Lunes ""Argent""",2014,750ml,8.35,1200,RCA
696,"Domaine de Chev./Clos Lunes ""Argent""",2013,750ml,8.1,792,RCA
697,DOMAINE DE CHEVALIER Blanc / White,2014,750ml,60.0,60,RCA
698,DOMAINE DE CHEVALIER Rouge / Red,2015,750ml,44.4,12,RCA
699,DOMAINE DE CHEVALIER Rouge / Red,2014,750ml,33.6,108,RCA
700,DOMAINE DE CHEVALIER Rouge / Red,2013,750ml,30.0,12,RCA
701,DOMAINE DE CHEVALIER Rouge / Red,2011,750ml,40.0,144,RCA
702,DOMAINE DE CHEVALIER Rouge / Red,2009,750ml,75.0,240,RCA
703,"DOMAINE DU BOUSCAT ""Caduce""",2015,750ml,4.1,1200,RCA
704,DOMINIQUE (LA),2013,750ml,27.5,600,RCA
705,DOMINIQUE (LA),2010,750ml,46.0,300,RCA
706,DOMINIQUE (LA),2008,750ml,28.0,372,RCA
707,DOMINIQUE (LA) / RELAIS DE LA…,2013,750ml,13.5,1200,RCA
708,DOMINIQUE (LA) / SAINT PAUL DE LA…,2007,750ml,15.0,24,RCA
709,DUCRU BEAUCAILLOU,2015,750ml,120.0,300,RCA
710,DUCRU BEAUCAILLOU,2013,750ml,75.0,99,RCA
711,DUCRU BEAUCAILLOU,2012,750ml,85.0,120,RCA
712,DUCRU BEAUCAILLOU,2011,750ml,93.5,36,RCA
713,DUCRU BEAUCAILLOU,2009,750ml,255.0,240,RCA
714,DUCRU BEAUCAILLOU,2006,750ml,115.0,9,RCA
715,DUCRU BEAUCAILLOU,2005,750ml,195.0,12,RCA
716,DUCRU BEAUCAILLOU,2004,750ml,120.0,12,RCA
717,DUCRU BEAUCAILLOU,2003,750ml,160.0,12,RCA
718,DUCRU BEAUCAILLOU,2002,750ml,100.0,12,RCA
719,DUCRU BEAUCAILLOU,2001,750ml,120.0,12,RCA
720,DUCRU BEAUCAILLOU,2000,750ml,190.0,6,RCA
721,DUCRU BEAUCAILLOU,1996,750ml,265.0,60,RCA
722,DUCRU BEAUCAILLOU,1986,750ml,135.0,246,RCA
723,DUCRU BEAUCAILLOU,1982,750ml,345.0,102,RCA
724,DUCRU B. / CROIX de BEAUCAILLOU,2015,750ml,30.0,600,RCA
725,DUCRU B. / CROIX de BEAUCAILLOU,2014,750ml,24.0,600,RCA
726,DUCRU B. / CROIX de BEAUCAILLOU,2013,750ml,23.5,288,RCA
727,DUCRU B. / CROIX de BEAUCAILLOU,2012,750ml,26.0,78,RCA
728,DUCRU B. / CROIX de BEAUCAILLOU,2011,750ml,27.5,600,RCA
729,DUCRU B. / CROIX de BEAUCAILLOU,2009,750ml,43.0,24,RCA
730,DUCRU B. / CROIX de BEAUCAILLOU,2008,750ml,31.5,300,RCA
731,DUCRU B. / CROIX de BEAUCAILLOU,2006,750ml,37.0,300,RCA
732,DUCRU B. / CROIX de BEAUCAILLOU,2005,750ml,46.0,300,RCA
733,DUCRU B. / CROIX de BEAUCAILLOU,2003,750ml,40.0,300,RCA
734,DUCRU B. / LALANDE BORIE,2015,750ml,16.8,1200,RCA
735,DUCRU B. / LALANDE BORIE,2014,750ml,15.0,600,RCA
736,DUCRU B. / LALANDE BORIE,2013,750ml,13.8,1140,RCA
737,DUCRU B. / LALANDE BORIE,2012,750ml,14.5,24,RCA
738,DUCRU B. / LALANDE BORIE,2011,750ml,16.5,312,RCA
739,DUCRU B. / LALANDE BORIE,2010,750ml,22.9,144,RCA
740,DUCRU B. / LALANDE BORIE,2009,750ml,28.5,360,RCA
741,DUHART MILON,2015,750ml,48.0,360,RCA
742,DUHART MILON,2014,750ml,48.0,420,RCA
743,DUHART MILON,2013,750ml,47.0,666,RCA
744,DUHART MILON,2012,750ml,55.0,84,RCA
745,DUHART MILON,2011,750ml,62.5,3000,RCA
746,DUHART MILON,2010,750ml,80.0,48,RCA
747,DUHART MILON,2009,750ml,80.0,48,RCA
748,DUHART MILON,2008,750ml,61.0,720,RCA
749,DUHART MILON,2007,750ml,69.0,1,RCA
750,DUHART MILON,1997,750ml,66.0,300,RCA
751,DURANTOU/CRUZELLES (LES),2015,750ml,16.5,300,RCA
752,DURANTOU/MONTLANDRIE ,2015,750ml,15.0,300,RCA
753,DURANTOU/MONTLANDRIE ,2014,750ml,12.0,900,RCA
754,DURANTOU/PETITE EGLISE,2015,750ml,29.0,48,RCA
755,DURANTOU/SAINTEM-SAINTAYME,2015,750ml,9.6,600,RCA
756,DURFORT VIVENS,2015,750ml,31.2,600,RCA
757,DURFORT VIVENS,2013,750ml,25.0,360,RCA
758,DURFORT VIVENS,2010,750ml,37.0,600,RCA
759,DURFORT VIVENS,2009,750ml,45.5,480,RCA
760,DURFORT VIVENS,2000,750ml,70.0,648,RCA
761,DURFORT VIVENS,1995,750ml,52.5,372,RCA
762,EGLISE CLINET (L'),2014,750ml,135.0,96,RCA
763,EGLISE CLINET (L'),2013,750ml,120.0,60,RCA
764,EGLISE CLINET (L'),2011,750ml,123.0,12,RCA
765,EGLISE CLINET (L'),2009,750ml,385.0,6,RCA
766,EGLISE CLINET (L'),2008,750ml,125.0,6,RCA
767,EVANGILE (L') (Lafite),2015,750ml,160.0,48,RCA
768,EVANGILE (L') (Lafite),2011,750ml,95.0,116,RCA
769,EVANGILE (L') (Lafite),2001,750ml,107.0,24,RCA
770,EVANGILE (L') (Lafite) / BLASON DE L'EVANGILE,2012,750ml,34.0,600,RCA
771,FERRAND,2012,750ml,17.0,6000,RCA
772,FERRIERE,2014,750ml,20.4,300,RCA
773,FERRIERE,2013,750ml,21.0,900,RCA
774,FERRIERE,2012,750ml,23.5,162,RCA
775,FERRIERE,2011,750ml,31.0,3000,RCA
776,FERRIERE,2009,750ml,48.0,1200,RCA
777,FERRIERE,2006,750ml,30.0,6,RCA
778,FERRIERE,2005,750ml,46.5,216,RCA
779,FERRIERE,2004,750ml,44.5,252,RCA
780,FERRIERE,2000,750ml,52.0,1200,RCA
781,FERRIERE,1998,750ml,48.0,60,RCA
782,FIEUZAL (DE),2014,750ml,19.8,30,RCA
783,FIEUZAL (DE),2012,750ml,20.5,6,RCA
784,FIEUZAL (DE),2010,750ml,40.0,60,RCA
785,FIEUZAL (DE),2009,750ml,41.0,84,RCA
786,FIGEAC,2015,750ml,125.0,24,RCA
787,FIGEAC,2013,750ml,62.0,66,RCA
788,FIGEAC,2011,750ml,82.0,600,RCA
789,FIGEAC,2010,750ml,171.0,1200,RCA
790,FIGEAC,2009,750ml,165.0,1200,RCA
791,FLEUR CARDINALE,2015,750ml,26.0,36,RCA
792,FLEUR CARDINALE,2014,750ml,24.0,234,RCA
793,FLEUR PETRUS (LA),2015,750ml,149.0,60,RCA
794,FLEUR PETRUS (LA),2014,750ml,125.0,72,RCA
795,FLEUR PETRUS (LA),2012,750ml,145.0,60,RCA
796,FLEUR PETRUS (LA),2011,750ml,145.0,105,RCA
797,FLEUR PETRUS (LA),2010,750ml,188.0,48,RCA
798,FLEUR PETRUS (LA),2008,750ml,172.0,12,RCA
799,FLEUR PETRUS (LA),2007,750ml,148.0,12,RCA
800,FLEUR PETRUS (LA),2004,750ml,189.0,6,RCA
801,FLEUR PETRUS (LA),1997,750ml,190.0,12,RCA
802,FOMBRAUGE,2015,750ml,15.84,66,RCA
803,FOMBRAUGE,2014,750ml,16.5,1200,RCA
804,FOMBRAUGE,2013,750ml,15.5,732,RCA
805,FOMBRAUGE,2012,750ml,17.0,480,RCA
806,FOMBRAUGE,2011,750ml,17.5,120,RCA
807,FOMBRAUGE,2007,750ml,18.0,600,RCA
808,FOMBRAUGE,2006,750ml,22.5,210,RCA
809,FOMBRAUGE,2002,750ml,23.0,1068,RCA
810,FONPLEGADE,2015,750ml,23.4,1200,RCA
811,FONPLEGADE,2014,750ml,23.0,984,RCA
812,FONPLEGADE,2013,750ml,24.0,6000,RCA
813,FONPLEGADE,2012,750ml,29.0,3000,RCA
814,FONPLEGADE,2011,750ml,26.0,8700,RCA
815,FONPLEGADE,2010,750ml,34.1,96,RCA
816,FONPLEGADE/FLEUR DE FONPLEGADE,2013,750ml,12.2,6000,RCA
817,FONPLEGADE/FLEUR DE FONPLEGADE,2012,750ml,14.0,6000,RCA
818,FONPLEGADE/FLEUR DE FONPLEGADE,2011,750ml,14.0,6000,RCA
819,FONPLEGADE/FLEUR DE FONPLEGADE,2010,750ml,14.0,4992,RCA
820,FONPLEGADE/FLEUR DE FONPLEGADE,2009,750ml,13.5,480,RCA
821,FONROQUE,2012,750ml,18.5,2400,RCA
822,FONROQUE,2011,750ml,19.0,2400,RCA
823,FRANC MAYNE,2015,750ml,20.15,60,RCA
824,FRANC MAYNE,2007,750ml,19.5,24,RCA
825,GAFFELIERE (LA),2013,750ml,39.0,360,RCA
826,GAFFELIERE (LA),1996,750ml,55.0,564,RCA
827,GAFFELIERE (LA),1995,750ml,55.0,842,RCA
828,"GAUDIN, Pauillac",2012,750ml,15.0,3000,RCA
829,GAY (LE),2014,750ml,60.0,60,RCA
830,GAY (LE),2011,750ml,62.0,1200,RCA
831,GAY (LE),2009,750ml,137.0,60,RCA
832,GAY (LE),2006,750ml,73.0,240,RCA
833,GAY (LE),2004,750ml,63.0,60,RCA
834,GAZIN,2011,750ml,44.5,90,RCA
835,GAZIN,2010,750ml,88.5,6,RCA
836,GIROLATE (DESPAGNE),2012,750ml,32.0,300,RCA
837,GIROLATE (DESPAGNE),2011,750ml,32.0,300,RCA
838,GIROLATE (DESPAGNE),2010,750ml,42.0,120,RCA
839,GIROLATE (DESPAGNE),2008,750ml,46.0,120,RCA
840,GIROLATE (DESPAGNE),2006,750ml,46.0,120,RCA
841,GIROLATE (DESPAGNE),2005,750ml,62.5,120,RCA
842,GIROLATE (DESPAGNE),2003,750ml,52.0,120,RCA
843,GIROLATE (DESPAGNE),2002,750ml,46.0,120,RCA
844,GIROLATE (DESPAGNE),2001,750ml,52.0,120,RCA
845,GIROLATE Blanc / White (DESPAGNE),2012,750ml,25.0,144,RCA
846,GIROLATE Blanc / White (DESPAGNE),2011,750ml,28.0,36,RCA
847,GISCOURS,2014,750ml,32.0,300,RCA
