,Wine,Vintage,Format,Region,Cost,Qty,Negoce
335,CH. MISSION HAUT BRION ROUGE (LA),2013,75cl,Bordeaux,120.0,0,DIVA
336,CH. MONTROSE,2013,75cl,Bordeaux,57.6,0,DIVA
337,CH. MOULIN SAINT GEORGES,2013,75cl,Bordeaux,18.5,0,DIVA
338,CH. NENIN,2013,75cl,Bordeaux,28.0,0,DIVA
339,CH. OLIVIER ROUGE,2013,75cl,Bordeaux,16.5,0,DIVA
340,CH. ORMES DE PEZ (LES),2013,75cl,Bordeaux,15.6,0,DIVA
341,CH. PAVIE,2013,75cl,Bordeaux,165.0,0,DIVA
342,CH. PEDESCLAUX,2013,75cl,Bordeaux,17.8,0,DIVA
343,CH. POINTE (LA),2013,75cl,Bordeaux,18.6,0,DIVA
344,CH. QUINTUS,2013,75cl,Bordeaux,60.0,0,DIVA
345,CH. REYNON,2013,75cl,Bordeaux,7.1,0,DIVA
346,CH. RIEUSSEC,2013,75cl,Bordeaux,48.0,0,DIVA
347,CH. ROUGET,2013,75cl,Bordeaux,22.2,0,DIVA
348,CH. SAINT PIERRE,2013,75cl,Bordeaux,27.5,0,DIVA
349,CH. SENEJAC,2013,75cl,Bordeaux,7.8,0,DIVA
350,CH. SIRAN,2013,75cl,Bordeaux,13.75,0,DIVA
351,CH. SIRAN,2013,75cl,Bordeaux,13.75,0,DIVA
352,CH. SIRAN,2013,75cl,Bordeaux,13.75,0,DIVA
353,CH. SMITH HAUT LAFITTE ,2013,75cl,Bordeaux,45.0,0,DIVA
354,CH. SMITH HAUT LAFITTE BLANC,2013,75cl,Bordeaux,61.0,0,DIVA
355,CH. TEYSSIER,2013,75cl,Bordeaux,9.85,0,DIVA
356,CH. THIL (LE),2013,75cl,Bordeaux,12.0,0,DIVA
357,CH. TROPLONG MONDOT,2013,75cl,Bordeaux,52.8,0,DIVA
358,CH. VILLA BEL AIR ROUGE,2013,75cl,Bordeaux,7.6,0,DIVA
359,CH. VIOLETTE (LA),2013,75cl,Bordeaux,140.0,0,DIVA
360,CH. YQUEM (D'),2013,75cl,Bordeaux,250.0,0,DIVA
361,CHAPELLE D'AUSONE,2013,75cl,Bordeaux,100.0,0,DIVA
362,CHAPELLE DE POTENSAC,2013,75cl,Bordeaux,6.9,0,DIVA
363,CLARTE DE HAUT BRION (LA),2013,75cl,Bordeaux,65.0,0,DIVA
364,CLEMENTIN DU PAPE CLEMENT (LE),2013,75cl,Bordeaux,16.1,0,DIVA
365,CLOS DE L'ORATOIRE,2013,75cl,Bordeaux,19.95,0,DIVA
366,CLOS FLORIDENE ROUGE,2013,75cl,Bordeaux,11.9,0,DIVA
367,CLOS FOURTET,2013,75cl,Bordeaux,51.0,0,DIVA
368,CLOS L'EGLISE,2013,75cl,Bordeaux,39.9,0,DIVA
369,CLOS RENE,2013,75cl,Bordeaux,15.0,0,DIVA
370,CROIX DE BEAUCAILLOU (LA),2013,75cl,Bordeaux,21.9,0,DIVA
371,DAME DE MONTROSE (LA),2013,75cl,Bordeaux,19.6,0,DIVA
372,DAUPHIN D'OLIVIER (LE),2013,75cl,Bordeaux,10.2,0,DIVA
373,DAUPHIN D'OLIVIER (LE),2013,75cl,Bordeaux,9.2,0,DIVA
374,DOMAINE DE CHEVALIER ROUGE,2013,75cl,Bordeaux,30.0,0,DIVA
375,DOME (LE),2013,75cl,Bordeaux,67.0,0,DIVA
376,DRAGON DE QUINTUS (LE),2013,75cl,Bordeaux,15.0,0,DIVA
377,FIEFS DE LAGRANGE (LES),2013,75cl,Bordeaux,13.8,0,DIVA
378,FUGUE DE NENIN,2013,75cl,Bordeaux,14.5,0,DIVA
379,HAUT MEDOC DE CH. GISCOURS (LE),2013,75cl,Bordeaux,10.75,0,DIVA
380,HAUTS DU TERTRE (LES),2013,75cl,Bordeaux,12.8,0,DIVA
381,HERITAGE DE CHASSE SPLEEN,2013,75cl,Bordeaux,8.95,0,DIVA
382,HISTORICAL XIX CENTURY WINE,2013,75cl,Bordeaux,150.0,0,DIVA
383,PARDE DE HAUT BAILLY (LA),2013,75cl,Bordeaux,14.4,0,DIVA
384,PAVILLON BLANC DU CHATEAU MARGAUX,2013,75cl,Bordeaux,140.0,0,DIVA
385,RESERVE DE MALARTIC (LA),2013,75cl,Bordeaux,9.9,0,DIVA
386,VIEUX CHÂTEAU SAINT ANDRE,2013,75cl,Bordeaux,8.5,0,DIVA
387,CH. MARJOSSE,2014,75cl,Bordeaux,5.1,0,DIVA
388,DAUPHIN D'OLIVIER (LE),2014,75cl,Bordeaux,10.2,0,DIVA
389,G DE GUIRAUD,2014,75cl,Bordeaux,7.6,0,DIVA
390,PENSEES DE TOUR CARNET (LES),2014,75cl,Bordeaux,9.9,0,DIVA
391,Y D'YQUEM,2014,75cl,Bordeaux,95.0,0,DIVA
392,CLOS DES LUNES - LUNE D'ARGENT,2015,75cl,Bordeaux,8.35,0,DIVA
393,R DE RIEUSSEC,2015,75cl,Bordeaux,12.0,0,DIVA
