,Wine,Vintage,Format,Cost,Qty,Negoce
0,Alter Ego de Palmer,2012,750ml,51,18,La Bergere
1,Chateau Angelus,2009,750ml,325,12,La Bergere
2,Chateau Armailhac,2012,750ml,35,12,La Bergere
3,Chateau Brane-Cantenac,2010,750ml,66,6,La Bergere
4,Chateau Carbonnieux Blanc,2010,750ml,22,216,La Bergere
5,Carruades de lafite,2013,750ml,200,8,La Bergere
6,Chapelle de la Mission Haut Brion,2008,750ml,52,12,La Bergere
7,Cheval-Blanc,2012,750ml,330,24,La Bergere
8,Cheval-Blanc,2007,750ml,345,12,La Bergere
9,Cheval-Blanc,1993,750ml,315,6,La Bergere
10,Chateau Ducru-Beaucaillou,2010,750ml,180,18,La Bergere
11,Chateau Duhart-Milon,2005,750ml,75,12,La Bergere
12,Chateau Figeac,1997,750ml,75,12,La Bergere
13,Chateau Filhot,2001,750ml,29,12,La Bergere
14,Chateau Giscours,2013,750ml,34,24,La Bergere
15,Chateau Giscours,2007,750ml,41,12,La Bergere
16,Chateau Grand Corbin-Despagne,2014,750ml,17,84,La Bergere
17,Chateau Haut-Brion,2009,750ml,625,6,La Bergere
18,Chateau Haut-Brion,2002,750ml,320,18,La Bergere
19,Chateau Kirwan,2005,750ml,45,6,La Bergere
20,Chateau Lafite-Rothschild,2007,750ml,620,6,La Bergere
21,Chateau Latour,2007,750ml,375,18,La Bergere
22,Chateau Latour,2005,750ml,690,24,La Bergere
23,Chateau Latour,1993,750ml,390,12,La Bergere
24,Chateau Latour,1991,750ml,400,12,La Bergere
25,Latour à Pomerol,2002,750ml,52,84,La Bergere
26,Chateau Leoville-Barton,2013,750ml,43,30,La Bergere
27,Chateau Leoville-Barton,2012,750ml,48,36,La Bergere
28,Chateau Leoville-las-Cases,2000,750ml,245,12,La Bergere
29,Chateau Louviere,2014,750ml,15,174,La Bergere
30,Chateau Lynch Bages,2008,750ml,100,6,La Bergere
31,Chateau Lynch Bages,1992,750ml,90,12,La Bergere
32,Chateau Lynch Bages,1991,750ml,93,12,La Bergere
33,Chateau Margaux,1992,750ml,370,12,La Bergere
34,Chateau Margaux,1991,750ml,390,12,La Bergere
35,Chateau Mondotte,2014,750ml,120,6,La Bergere
36,Chateau Mondotte,2012,750ml,100,6,La Bergere
37,Chateau Mouton Rothschild,2004,750ml,395,6,La Bergere
38,Chateau Mouton Rothschild,1999,750ml,400,6,La Bergere
39,Chateau Mouton Rothschild,1998,750ml,425,6,La Bergere
40,Chateau Mouton Rothschild,1988,750ml,400,12,La Bergere
41,Chateau Mouton Rothschild,1982,750ml,1250,12,La Bergere
42,Chateau Pape Clement,2014,750ml,54,12,La Bergere
43, Pavillon Rouge du Chateau Margaux,2014,750ml,135,6,La Bergere
44, Pavillon Rouge du Chateau Margaux,2004,750ml,145,12,La Bergere
45,Chateau Petit Mouton,2014,750ml,180,66,La Bergere
46,Chateau Petit Mouton,2009,750ml,190,6,La Bergere
47,Chateau Pichon Longueville Comtesse de Lalande,2014,750ml,85,6,La Bergere
48,Chateau Pichon Longueville Comtesse de Lalande,1989,750ml,140,6,La Bergere
49,Chateau Pontet-Canet,2014,750ml,70,18,La Bergere
50,Chateau Rieussec,2014,750ml,44,6,La Bergere
51,Chateau Sociando-Mallet,2011,750ml,19,12,La Bergere
52,Chateau Talbot,2010,750ml,55,18,La Bergere
53,Chateau Talbot,2009,750ml,59,11,La Bergere
54,Chateau Trotanoy,2012,750ml,160,36,La Bergere
55,Chateau Trotanoy,1994,750ml,95,24,La Bergere
56,Chateau Trottevieille,2004,750ml,40,36,La Bergere
57,Chateau Brane-Cantenac,2009,750ml,60,6,La Bergere
58,Chateau Cheval-Blanc,2003,750ml,360,3,La Bergere
59,Chateau Clarence de Haut Brion,2011,750ml,75,5,La Bergere
60,Chateau Duhart-Milon,2009,750ml,73,9,La Bergere
61,Chateau Fieuzal,1995,750ml,33,2,La Bergere
62,Chateau Fieuzal,1990,750ml,50,2,La Bergere
63,Chateau Haut-Brion,2013,750ml,285,5,La Bergere
64,Chateau Haut-Brion,2003,750ml,340,3,La Bergere
65,Chateau Haut-Brion,1990,750ml,640,1,La Bergere
66,Chateau Lafite-Rothschild,2008,750ml,690,1,La Bergere
67,Chateau Lafite-Rothschild,1993,750ml,600,1,La Bergere
68,Chateau Lafite-Rothschild,1990,750ml,700,2,La Bergere
69,Chateau Lafite-Rothschild,1985,750ml,600,1,La Bergere
70,Chateau Leoville-las-Cases,1976,750ml,85,8,La Bergere
71,Chateau Margaux,2007,750ml,345,5,La Bergere
72,Chateau Margaux,2003,750ml,440,3,La Bergere
73,Chateau Margaux,1995,750ml,425,1,La Bergere
74,Chateau Mouton Rothschild,2009,750ml,550,5,La Bergere
75,Chateau Montrose,1990,750ml,530,10,La Bergere
76,Petrus,2014,750ml,1950,1,La Bergere
77,Petrus,2013,750ml,1675,2,La Bergere
78,Petrus,1996,750ml,1900,1,La Bergere
79,Petrus,1986,750ml,1650,1,La Bergere
80,Petrus,1979,750ml,1350,1,La Bergere
81,Petrus,1976,750ml,1450,1,La Bergere
82,Chateau Rayne Vigneau,1937,750ml,300,1,La Bergere
83,Tertre du,2013,750ml,24,3,La Bergere
84,Bachelet Jean Claude Bienvenues-Batard-Montrachet,2013,750ml,220,7,La Bergere
85,Bizot Jean-Yves Bourgogne Le Chapitre,2015,750ml,185,3,La Bergere
86,Bizot Jean-Yves Bourgogne Le Chapitre,2014,750ml,140,2,La Bergere
87,Bizot Jean-Yves Bourgogne Le Chapitre,2013,750ml,130,1,La Bergere
88,Bizot Jean-Yves Bourgogne Le Chapitre,2012,750ml,150,1,La Bergere
89,Boillot Henri Chambertin,2008,750ml,220,1,La Bergere
90,Boisson Anne Bourgogne Aligote,2014,750ml,17,300,La Bergere
91,Boisson Anne Bourgogne Aligote,2012,750ml,17,1,La Bergere
92,Boisson Anne Bourgogne Aligote,2011,750ml,20,6,La Bergere
93,Boisson Pierre Meursault,2013,750ml,47,6,La Bergere
94,Boisson-Vadot Domaine Meursault Grands Charrons,2014,750ml,80,2,La Bergere
95,Boisson-Vadot Domaine Meursault Grands Charrons,2013,750ml,68,1,La Bergere
96,Boisson-Vadot Domaine Meursault Les Genevrieres,2009,750ml,180,1,La Bergere
97,Boisson-Vadot Domaine Pommard,2014,750ml,47,24,La Bergere
98,Boisson-Vadot Domaine Pommard,2013,750ml,41,12,La Bergere
99,Boisson-Vadot Domaine Pommard,2011,750ml,41,1,La Bergere
100,Bonneau du Martray Domaine Corton-Charlemagne,2014,750ml,145,6,La Bergere
101,Bouchard Pere & Fils Chambertin,1979,750ml,150,1,La Bergere
102,Charlopin Domaine Chambertin,2010,750ml,230,1,La Bergere
103,Coche-Dury Domaine Bourgogne Aligote,2014,750ml,120,3,La Bergere
104,Coche-Dury Domaine Bourgogne Rouge,2013,750ml,92,1,La Bergere
105,Coche-Dury Domaine Bourgogne Rouge,2012,750ml,98,1,La Bergere
106,Coche-Dury Domaine Bourgogne Rouge,2010,750ml,105,1,La Bergere
107,Coche-Dury Domaine Chardonnay,2014,750ml,170,1,La Bergere
108,Coche-Dury Domaine Chardonnay,2012,750ml,160,1,La Bergere
109,Coche-Dury Domaine Chardonnay,2008,750ml,165,1,La Bergere
110,Coche-Dury Domaine Meursault,2014,750ml,405,1,La Bergere
111,Coche-Dury Domaine Meursault,2013,750ml,345,1,La Bergere
112,Coche-Dury Domaine Meursault,2010,750ml,310,2,La Bergere
113,Coche-Dury Domaine Meursault Les Genevrieres,2014,750ml,1025,1,La Bergere
114,Coche-Dury Domaine Meursault Les Genevrieres,2007,750ml,800,1,La Bergere
115,Coche-Dury Domaine Meursault Les Perrieres,2011,750ml,1100,1,La Bergere
116,Coche-Dury Domaine Volnay,2013,750ml,185,1,La Bergere
117,Colin Marc & Fils Montrachet,2009,750ml,460,1,La Bergere
118,Comte Georges de Vogue Bourgogne Blanc,2011,750ml,335,1,La Bergere
119,Comte Georges de Vogue Bourgogne Blanc,2007,750ml,245,3,La Bergere
120,Comtes Lafon Domaine Meursault Charmes,2014,750ml,195,4,La Bergere
121,Comtes Lafon Domaine Meursault Clos de la Barre,2014,750ml,125,6,La Bergere
122,Comtes Lafon Domaine Meursault Clos de la Barre,2013,750ml,110,2,La Bergere
123,Comtes Lafon Domaine Meursault Clos de la Barre,2010,750ml,130,1,La Bergere
124,Comtes Lafon Domaine Meursault Les Perrieres,2008,750ml,250,8,La Bergere
125,Comtes Lafon Domaine Meursault Les Perrieres,2001,750ml,285,3,La Bergere
126,Comtes Lafon Domaine Meursault Les Perrieres,1999,750ml,330,2,La Bergere
127,Comtes Lafon Domaine Montrachet,2014,750ml,1400,2,La Bergere
128,Comtes Lafon Domaine Volnay,2011,750ml,58,12,La Bergere
129,Comtes Lafon Domaine Volnay Champans,2014,750ml,105,3,La Bergere
130,Comtes Lafon Domaine Volnay Santenots du Milieu,2014,750ml,98,6,La Bergere
131,Comtes Lafon Domaine Volnay Santenots du Milieu,2013,750ml,70,2,La Bergere
132,Confuron Jean jacques Clos Vougeot,2012,750ml,95,6,La Bergere
133,Confuron-Cotetidot Domaine Charmes-chambertin,2012,750ml,170,2,La Bergere
134,Confuron-Cotetidot Domaine Charmes-chambertin,2011,750ml,150,1,La Bergere
135,Confuron-Cotetidot Domaine Charmes-chambertin,2009,750ml,170,1,La Bergere
136,Dauvissat Rene et Vincent Chablis,2015,750ml,40,12,La Bergere
137,Dauvissat Rene et Vincent Chablis La Forest,2015,750ml,65,12,La Bergere
138,Dauvissat Rene et Vincent Chablis La Forest,2013,750ml,57,5,La Bergere
139,Dauvissat Rene et Vincent Chablis Les Clos,2015,750ml,170,3,La Bergere
140,Dauvissat Rene et Vincent Chablis Les Clos,2014,750ml,160,2,La Bergere
141,Dauvissat Rene et Vincent Chablis Les Clos,2013,750ml,150,7,La Bergere
142,Dauvissat Rene et Vincent Chablis Les Clos,2011,750ml,165,1,La Bergere
143,Dauvissat Rene et Vincent Chablis Les Preuses,2015,750ml,170,3,La Bergere
144,Dauvissat Rene et Vincent Chablis Les Preuses,2011,750ml,110,1,La Bergere
145,Dauvissat Rene et Vincent Chablis Sechet,2015,750ml,59,2,La Bergere
146,Dauvissat Rene et Vincent Chablis Sechet,2014,750ml,59,3,La Bergere
