,Wine,Vintage,Format,Cost,Qty,Negoce
390,PICHON LONGUEVILLE COMTESSE de LALANDE,2003,3000ml,540.0,4,Clarence Dillon
391,CANON ,2012,3000ml,200.0,1,Clarence Dillon
392,YQUEM ,2011,375ml,125.0,24,Clarence Dillon
393,BRANE CANTENAC ,2014,6000ml,324.0,1,Clarence Dillon
394,BRANAIRE DUCRU ,2005,6000ml,710.0,1,Clarence Dillon
395,BRANAIRE DUCRU ,2014,6000ml,283.0,1,Clarence Dillon
396,CLINET,2014,6000ml,440.0,1,Clarence Dillon
397,CLOS DU MARQUIS,2012,6000ml,346.0,1,Clarence Dillon
398,COS D ESTOURNEL,2012,6000ml,774.0,1,Clarence Dillon
399,GAZIN,2013,6000ml,351.0,1,Clarence Dillon
400,GISCOURS,2012,6000ml,225.0,1,Clarence Dillon
401,GRAND-PUY-LACOSTE,2012,6000ml,332.0,1,Clarence Dillon
402,ISSAN,2012,6000ml,320.0,2,Clarence Dillon
403,PICHON LONGUEVILLE COMTESSE de LALANDE,1987,6000ml,659.0,1,Clarence Dillon
404,PICHON LONGUEVILLE COMTESSE de LALANDE,2006,6000ml,875.0,1,Clarence Dillon
405,CARBONNIEUX ROUGE ,1986,5000ml,456.0,1,Clarence Dillon
406,BRANE CANTENAC ,2004,1500ml,99.5,25,Clarence Dillon
407,BRANE CANTENAC ,2006,1500ml,99.0,24,Clarence Dillon
408,BRANAIRE DUCRU ,2005,1500ml,168.0,6,Clarence Dillon
409,BRANAIRE DUCRU ,2010,1500ml,124.0,6,Clarence Dillon
410,BRANAIRE DUCRU ,2014,1500ml,60.7,18,Clarence Dillon
411,CALON SEGUR,2000,1500ml,210.0,96,Clarence Dillon
412,CALON-SEGUR,2012,1500ml,132.0,48,Clarence Dillon
413,CANON ,2004,1500ml,166.0,6,Clarence Dillon
414,CANON,2007,1500ml,107.0,6,Clarence Dillon
415,CANON,2008,1500ml,99.0,12,Clarence Dillon
416,CANON LA GAFFELIERE,2010,1500ml,190.0,3,Clarence Dillon
417,CANON LA GAFFELIERE,2012,1500ml,98.0,6,Clarence Dillon
418,CARBONNIEUX ROUGE,2014,1500ml,43.9,24,Clarence Dillon
419,CARBONNIEUX ROUGE,2014,1500ml,46.6,12,Clarence Dillon
420,CHEVAL BLANC,2010,1500ml,1790.0,6,Clarence Dillon
421,CLINET ,2006,1500ml,153.0,6,Clarence Dillon
422,CLINET,2014,1500ml,110.0,18,Clarence Dillon
423,CLINET,2014,1500ml,114.6,12,Clarence Dillon
424,CLOS DU MARQUIS,2012,1500ml,70.0,48,Clarence Dillon
425,CLOS DU MARQUIS,2013,1500ml,55.9,18,Clarence Dillon
426,COS D'ESTOURNEL,2003,1500ml,360.0,2,Clarence Dillon
427,COS D ESTOURNEL,2012,1500ml,183.0,18,Clarence Dillon
428,DAUZAC,2014,1500ml,50.0,88,Clarence Dillon
429,DOMAINE DE CHEVALIER ROUGE ,2010,1500ml,123.2,3,Clarence Dillon
430,DOMAINE DE CHEVALIER ROUGE ,2012,1500ml,80.0,6,Clarence Dillon
431,DOMAINE DE CHEVALIER ROUGE ,2014,1500ml,84.0,12,Clarence Dillon
432,DOMAINE DE CHEVALIER ROUGE ,2014,1500ml,84.0,12,Clarence Dillon
433,DUCRU BEAUCAILLOU,2003,1500ml,305.0,12,Clarence Dillon
434,DUCRU BEAUCAILLOU,2008,1500ml,260.0,6,Clarence Dillon
435,GAZIN,2013,1500ml,77.9,36,Clarence Dillon
436,GISCOURS ,2008,1500ml,83.0,12,Clarence Dillon
437,GISCOURS ,2010,1500ml,108.0,3,Clarence Dillon
438,GISCOURS ,2011,1500ml,73.0,12,Clarence Dillon
439,GISCOURS,2012,1500ml,72.0,24,Clarence Dillon
440,GISCOURS,2013,1500ml,66.0,36,Clarence Dillon
441,GISCOURS,2014,1500ml,72.0,12,Clarence Dillon
442,GISCOURS,2014,1500ml,74.7,6,Clarence Dillon
443,GRAND-PUY-LACOSTE,2010,1500ml,150.0,12,Clarence Dillon
444,GRAND-PUY-LACOSTE,2011,1500ml,80.0,12,Clarence Dillon
445,GRAND-PUY-LACOSTE,2012,1500ml,69.0,12,Clarence Dillon
446,GRAND-PUY-LACOSTE,2013,1500ml,64.3,24,Clarence Dillon
447,GRUAUD LAROSE,2014,1500ml,81.0,30,Clarence Dillon
448,HAUT-BAILLY ,2010,1500ml,200.0,12,Clarence Dillon
449,HAUT-BATAILLEY,2007,1500ml,48.0,36,Clarence Dillon
450,HAUT-BATAILLEY,2008,1500ml,54.0,6,Clarence Dillon
451,HAUT-MARBUZET,2007,1500ml,55.0,24,Clarence Dillon
452,HAUT-MARBUZET,2012,1500ml,44.0,18,Clarence Dillon
453,ISSAN,2012,1500ml,80.0,18,Clarence Dillon
454,ISSAN,2014,1500ml,68.0,36,Clarence Dillon
455,LAFITE ROTHSCHILD ,2011,1500ml,840.0,6,Clarence Dillon
456,LAFITE ROTHSCHILD ,2012,1500ml,800.0,12,Clarence Dillon
457,LAFITE ROTHSCHILD ,2013,1500ml,760.0,6,Clarence Dillon
458,MALARTIC-LAGRAVIERE ROUGE,2007,1500ml,42.0,12,Clarence Dillon
459,MONTROSE,2003,1500ml,410.0,30,Clarence Dillon
460,OLIVIER ,2009,1500ml,59.5,60,Clarence Dillon
461,OLIVIER ,2012,1500ml,44.0,24,Clarence Dillon
462,PEDESCLAUX ,2014,1500ml,53.0,73,Clarence Dillon
463,PICHON LONGUEVILLE BARON,2002,1500ml,184.0,48,Clarence Dillon
464,PICHON LONGUEVILLE BARON,2005,1500ml,215.0,89,Clarence Dillon
465,PICHON LONGUEVILLE BARON,2006,1500ml,180.0,60,Clarence Dillon
466,PICHON LONGUEVILLE COMTESSE de LALANDE,2003,1500ml,270.0,1,Clarence Dillon
467,PICHON LONGUEVILLE COMTESSE de LALANDE,2008,1500ml,195.0,12,Clarence Dillon
468,SOCIANDO-MALLET ,2012,1500ml,40.5,36,Clarence Dillon
469,VIEUX CHÂTEAU CERTAN,1999,1500ml,255.0,6,Clarence Dillon
470,VIEUX CHÂTEAU CERTAN,2003,1500ml,271.0,6,Clarence Dillon
471,VIEUX CHÂTEAU CERTAN,2007,1500ml,160.0,6,Clarence Dillon
472,Y d'YQUEM ,2015,1500ml,184.0,3,Clarence Dillon
473,YQUEM,2007,1500ml,820.0,6,Clarence Dillon
474,YQUEM ,2014,1500ml,500.0,6,Clarence Dillon
475,BRANE CANTENAC ,2014,15000ml,833.0,1,Clarence Dillon
476,CLINET,2014,15000ml,1100.0,1,Clarence Dillon
477,ISSAN,2014,15000ml,833.0,1,Clarence Dillon
478,PICHON LONGUEVILLE BARON,2012,15000ml,1880.0,1,Clarence Dillon
479,BRANE CANTENAC ,2014,9000ml,503.0,1,Clarence Dillon
480,CLINET,2014,9000ml,660.0,1,Clarence Dillon
481,ISSAN,2014,9000ml,503.0,1,Clarence Dillon
