,Wine,Vintage,Format,Cost,Qty,Negoce
284,BEAUSEJOUR BECOT,2010,750ml,55.0,60,Twins
285,BEAUSEJOUR BECOT,2013,750ml,28.8,60,Twins
286,BEAUSEJOUR BECOT,2014,750ml,36.5,60,Twins
287,BEAUSEJOUR DUFFAU,2001,750ml,45.0,60,Twins
288,BEAUSEJOUR DUFFAU,2002,750ml,35.0,60,Twins
289,BEAUSEJOUR DUFFAU,2014,750ml,60.0,60,Twins
290,BELLEFONT BELCIER,2006,750ml,22.0,60,Twins
291,BELLEFONT BELCIER,2009,750ml,28.0,60,Twins
292,BELLEFONT BELCIER,2011,750ml,23.0,60,Twins
293,BELLEFONT BELCIER,2014,750ml,22.8,60,Twins
294,BELLEGRAVE  ,2009,750ml,19.5,60,Twins
295,BELLEVUE  ,2009,750ml,48.0,60,Twins
296,BELLEVUE MONDOTTE  ,2001,750ml,130.0,60,Twins
297,BELLEVUE MONDOTTE  ,2011,750ml,99.0,60,Twins
298,BELLEVUE MONDOTTE  ,2012,750ml,99.0,60,Twins
299,BERNADOTTE,2010,750ml,12.5,60,Twins
300,BLANC SEC DE SUDUIRAUT,2015,750ml,8.5,60,Twins
301,BLANC SEC DE SUDUIRAUT,2016,750ml,8.5,60,Twins
302,BLASON D ISSAN,2013,750ml,13.8,60,Twins
303,BLASON D ISSAN,2014,750ml,14.5,60,Twins
304,BON PASTEUR,2006,750ml,42.0,60,Twins
305,BON PASTEUR,2007,750ml,32.4,60,Twins
306,BON PASTEUR,2012,750ml,39.5,60,Twins
307,BON PASTEUR,2014,750ml,42.0,60,Twins
308,BRANAIRE DUCRU,2005,750ml,68.0,60,Twins
309,BRANAIRE DUCRU,2006,750ml,49.95,60,Twins
310,BRANAIRE DUCRU,2009,750ml,59.95,60,Twins
311,BRANAIRE DUCRU,2010,750ml,54.0,60,Twins
312,BRANAIRE DUCRU,2011,750ml,32.0,60,Twins
313,BRANAIRE DUCRU,2012,750ml,31.0,60,Twins
314,BRANAIRE DUCRU,2013,750ml,28.5,60,Twins
315,BRANAIRE DUCRU,2014,750ml,32.0,60,Twins
316,BRANE CANTENAC,1994,750ml,45.0,60,Twins
317,BRANE CANTENAC,2001,750ml,65.0,60,Twins
318,BRANE CANTENAC,2003,750ml,49.95,60,Twins
319,BRANE CANTENAC,2005,750ml,79.0,60,Twins
320,BRANE CANTENAC,2006,750ml,48.0,60,Twins
321,BRANE CANTENAC,2008,750ml,48.0,60,Twins
322,BRANE CANTENAC,2009,750ml,67.0,60,Twins
323,BRANE CANTENAC,2010,750ml,69.0,60,Twins
324,BRANE CANTENAC,2012,750ml,40.0,60,Twins
325,BRANE CANTENAC,2013,750ml,37.0,60,Twins
326,BRANE CANTENAC,2014,750ml,42.0,60,Twins
327,C DES CARMES HAUT BRION,2013,750ml,13.25,60,Twins
328,CALON SEGUR  ,1989,750ml,150.0,60,Twins
329,CALON SEGUR  ,1991,750ml,84.0,60,Twins
330,CALON SEGUR  ,1996,750ml,83.0,60,Twins
331,CALON SEGUR  ,2000,750ml,82.0,60,Twins
332,CALON SEGUR  ,2003,750ml,82.0,60,Twins
333,CALON SEGUR  ,2005,750ml,85.0,60,Twins
334,CALON SEGUR  ,2006,750ml,79.95,60,Twins
335,CALON SEGUR  ,2009,750ml,83.5,60,Twins
336,CALON SEGUR  ,2010,750ml,83.5,60,Twins
337,CAMENSAC,1990,750ml,49.95,60,Twins
338,CAMENSAC,2009,750ml,25.0,60,Twins
339,CAMENSAC,2010,750ml,21.0,60,Twins
340,CANON  ,2012,750ml,55.5,60,Twins
341,CANON  ,2013,750ml,46.0,60,Twins
342,CANON LA GAFFELIERE,2001,750ml,75.0,60,Twins
343,CANON LA GAFFELIERE,2008,750ml,59.0,60,Twins
344,CANON LA GAFFELIERE,2011,750ml,45.0,60,Twins
345,CANON LA GAFFELIERE,2012,750ml,49.0,60,Twins
346,CANON LA GAFFELIERE,2013,750ml,37.8,60,Twins
