,Unnamed: 0,item id,wine,wine chinese,growth,type english,type chinese,vendor english,vendor chinese,region english,region chinese,country english,country chinese,rating,year,format,price,qty,negoce
41,41,CFW00298-2007-06000,Chateau La Tour Figeac,,St. Emilion Grand Cru Classe,Red,紅酒,Chateau La Tour Figeac,,"St. Emilion, Bordeaux",波爾多,France,法國,,2007,6000ml,280.0,1,CVBG
42,42,CFW00298-2006-06000,Chateau La Tour Figeac,,St. Emilion Grand Cru Classe,Red,紅酒,Chateau La Tour Figeac,,"St. Emilion, Bordeaux",波爾多,France,法國,,2006,6000ml,360.0,1,CVBG
43,43,CFW00050-2005-06000,Chateau Montrose,,Bordeaux Grand Cru Classe 2nd Growths,Red,紅酒,Chateau Montrose,梦玫瑰,"St. Estephe, Bordeaux",波爾多,France,法國,,2005,6000ml,1200.0,1,CVBG
44,44,CFW00114-2014-06000,Chateau Beychevelle,龍船,Bordeaux Grand Cru Classe 4th Growths,Red,紅酒,Chateau Beychevelle,龍船酒莊,"St. Julien, Bordeaux",波爾多,France,法國,,2014,6000ml,590.0,1,CVBG
45,45,CFW00104-2014-06000,Chateau Branaire Ducru,,Bordeaux Grand Cru Classe 4th Growths,Red,紅酒,Chateau Branaire Ducru,,"St. Julien, Bordeaux",波爾多,France,法國,,2014,6000ml,300.0,1,CVBG
46,46,CFW00030-2014-06000,Chateau Gruaud Larose,,Bordeaux Grand Cru Classe 2nd Growths,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,"St. Julien, Bordeaux",波爾多,France,法國,,2014,6000ml,400.0,1,CVBG
47,47,CFW00059-2014-06000,Chateau Lagrange,,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Lagrange,,"St. Julien, Bordeaux",波爾多,France,法國,,2014,6000ml,250.0,1,CVBG
48,48,CFW00020-2005-06000,Chateau Leoville Las Cases,雄狮正牌,Bordeaux Grand Cru Classe 2nd Growths,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,"St. Julien, Bordeaux",波爾多,France,法國,,2005,6000ml,2000.0,1,CVBG
49,49,CFW00330-2011-06000,Chateau d'Yquem,,Sauternes Premier Cru Superieur,Sweet,甜酒,Chateau d'Yquem,,"Sauternes, Bordeaux",波爾多,France,法國,,2011,6000ml,2000.0,1,CVBG
50,50,CFW00640-2014-06000,Sena,,,Red,紅酒,Sena,,Aconcagua,阿空加瓜,Chile,智利,,2014,6000ml,600.0,1,CVBG
51,51,CFW00648-2013-06000,Solaia,安东尼世家索拉雅干红,,Red,紅酒,Marchesi Antinori,安东尼世家酒庄,Tuscany,托斯卡納,Italy,意大利,,2013,6000ml,1350.0,1,CVBG
52,52,CFW00648-2011-06000,Solaia,安东尼世家索拉雅干红,,Red,紅酒,Marchesi Antinori,安东尼世家酒庄,Tuscany,托斯卡納,Italy,意大利,,2011,6000ml,1190.0,1,CVBG
53,53,CFW00648-2009-06000,Solaia,安东尼世家索拉雅干红,,Red,紅酒,Marchesi Antinori,安东尼世家酒庄,Tuscany,托斯卡納,Italy,意大利,,2009,6000ml,1290.0,1,CVBG
54,54,CFW00330-2013-00375,Chateau d'Yquem,,Sauternes Premier Cru Superieur,Sweet,甜酒,Chateau d'Yquem,,"Sauternes, Bordeaux",波爾多,France,法國,,2013,375ml,125.0,10,CVBG
55,55,CFW00341-1997-00750,Chateau Rieussec,,Sauternes Premiers Crus,Sweet,甜酒,Domaines Barons de Rothschild,,"Sauternes, Bordeaux",波爾多,France,法國,,1997,750ml,55.0,10,CVBG
56,56,CFW01928-2015-01500,"""Y"" d'Yquem",,,White,白酒,Chateau d'Yquem,,"Sauternes, Bordeaux",波爾多,France,法國,,2015,1500ml,184.0,10,CVBG
57,57,CFW00078-2014-03000,Chateau Palmer,宝马正牌,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Palmer,宝马,"Margaux, Bordeaux",波爾多,France,法國,,2014,3000ml,700.0,10,CVBG
58,58,CFW00379-2007-03000,Chateau Cambon Le Pelouse,,Cru Bourgeois Superieur,Red,紅酒,Chateau Cambon Le Pelouse,,"Haut Medoc, Bordeaux",波爾多,France,法國,,2007,3000ml,51.0,100,CVBG
59,59,CFW00398-2014-03000,Chateau Fourcas Dupre,,Cru Bourgeois Superieur,Red,紅酒,Chateau Fourcas Dupre,,"Listrac, Bordeaux",波爾多,France,法國,,2014,3000ml,66.8,100,CVBG
60,60,CFW00151-2013-00375,Chateau Belgrave,,Bordeaux Grand Cru Classe 5th Growths,Red,紅酒,Chateau Belgrave,,"Haut Medoc, Bordeaux",波爾多,France,法國,,2013,375ml,8.3,1008,CVBG
61,61,CFW00021-2007-00375,Clos du Marquis,雄狮副牌,Bordeaux Grand Cru Classe 2nd Growths,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,"St. Julien, Bordeaux",波爾多,France,法國,,2007,375ml,16.5,1008,CVBG
62,62,CFW00229-2011-00750,Chateau Larcis Ducasse,,St. Emilion Premier Grand Cru Classe B,Red,紅酒,Chateau Larcis Ducasse,拉斯杜嘉庄园,"St. Emilion, Bordeaux",波爾多,France,法國,,2011,750ml,34.2,1008,CVBG
63,63,CFW01808-1999-00750,Chateau Mission Haut Brion,,,Red,紅酒,Chateau Mission Haut Brion,,"Pessac Leognan, Bordeaux",波爾多,France,法國,,1999,750ml,195.0,102,CVBG
64,64,CFW00376-2013-00375,Chateau Le Boscq,,Cru Bourgeois Superieur,Red,紅酒,Chateau Le Boscq,,"St. Estephe, Bordeaux",波爾多,France,法國,,2013,375ml,6.6,1020,CVBG
65,65,CFW02116-2013-00750,Chateau Moulin Saint Georges,,,Red,紅酒,Chateau Moulin Saint Georges,,Bordeaux,波爾多,France,法國,,2013,750ml,17.5,1032,CVBG
66,66,CFW00060-2013-00375,Les Fiefs de Lagrange,,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Lagrange,,"St. Julien, Bordeaux",波爾多,France,法國,,2013,375ml,7.5,1056,CVBG
67,67,CFW00339-2005-00750,Chateau Climens,,Sauternes Premiers Crus,Sweet,甜酒,Chateau Climens,,"Sauternes, Bordeaux",波爾多,France,法國,,2005,750ml,72.0,108,CVBG
68,68,CFW00079-2012-00750,Alter Ego,宝马副牌,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Palmer,宝马,"Margaux, Bordeaux",波爾多,France,法國,,2012,750ml,51.0,108,CVBG
69,69,CFW00006-2014-00750,Chateau Margaux,瑪歌正牌,Bordeaux Grand Cru Classe 1st Growths,Red,紅酒,Chateau Margaux,瑪歌酒莊,"Margaux, Bordeaux","瑪歌, 波爾多",France,法國,,2014,750ml,350.0,108,CVBG
70,70,CFW00180-2012-00750,Domaine de Chevalier Rouge,,Graves,Red,紅酒,Domaine de Chevalier,,"Graves, Bordeaux",波爾多,France,法國,,2012,750ml,40.0,108,CVBG
71,71,CFW00217-2007-00750,Chateau Angelus,金鐘,St. Emilion Premier Grand Cru Classe A,Red,紅酒,Chateau Angelus,金鐘酒莊,"St. Emilion, Bordeaux",波爾多,France,法國,,2007,750ml,295.0,108,CVBG
72,72,CFW00282-2014-00750,Clos de l’Oratoire,,St. Emilion Grand Cru Classe,Red,紅酒,Clos de l’Oratoire,,"St. Emilion, Bordeaux",波爾多,France,法國,,2014,750ml,22.0,108,CVBG
73,73,CFW00289-2014-00750,Chateau Quinault L’Enclos,,St. Emilion Grand Cru Classe,Red,紅酒,Chateau Quinault L’Enclos,,"St. Emilion, Bordeaux",波爾多,France,法國,,2014,750ml,20.0,108,CVBG
74,74,CFW00079-2013-01500,Alter Ego,宝马副牌,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Palmer,宝马,"Margaux, Bordeaux",波爾多,France,法國,,2013,1500ml,78.0,108,CVBG
75,75,CFW00232-2011-00750,Chateau Troplong Mondot,,St. Emilion Premier Grand Cru Classe B,Red,紅酒,Chateau Troplong Mondot,蒙度,"St. Emilion, Bordeaux",波爾多,France,法國,,2011,750ml,57.6,1092,CVBG
76,76,CFW00641-2011-00375,Almaviva,,,Red,紅酒,Almaviva,,Puente Alto,上普恩特,Chile,智利,,2011,375ml,40.0,11,CVBG
77,77,CFW00030-2014-00750,Chateau Gruaud Larose,,Bordeaux Grand Cru Classe 2nd Growths,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,"St. Julien, Bordeaux",波爾多,France,法國,,2014,750ml,48.0,11,CVBG
78,78,CFW01506-2012-00500,Klein Constantia Vin de Constance,,,Sweet,甜酒,Klein Constantia,,Constantia,康斯坦丁,South Africa,南非,,2012,500ml,47.0,114,CVBG
79,79,CFW01782-2007-00750,Cardinale,,,Red,紅酒,Cardinale,,"Napa, California",納帕，加州,USA,美國,,2007,750ml,235.0,114,CVBG
80,80,CFW00121-2014-01500,Chateau Marquis de Terme,,Bordeaux Grand Cru Classe 4th Growths,Red,紅酒,Chateau Marquis de Terme,,"Margaux, Bordeaux",波爾多,France,法國,,2014,1500ml,47.9,114,CVBG
81,81,CFW00121-2013-01500,Chateau Marquis de Terme,,Bordeaux Grand Cru Classe 4th Growths,Red,紅酒,Chateau Marquis de Terme,,"Margaux, Bordeaux",波爾多,France,法國,,2013,1500ml,45.0,114,CVBG
82,82,CFW00195-2014-00375,Chateau Latour Martillac Rouge,,Graves,Red,紅酒,Chateau Latour Martillac,,"Graves, Bordeaux",波爾多,France,法國,,2014,375ml,9.9,1164,CVBG
83,83,CFW01641-2015-00750,Clos Floridene Blanc,,,White,白酒,Clos Floridene,,"Graves, Bordeaux",波爾多,France,法國,,2015,750ml,12.3,1176,CVBG
84,84,CFW00064-2011-00750,Chateau Giscours,,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Giscours,吉斯库尔,"Margaux, Bordeaux",波爾多,France,法國,,2011,750ml,36.0,1188,CVBG
85,85,CFW00339-2002-00375,Chateau Climens,,Sauternes Premiers Crus,Sweet,甜酒,Chateau Climens,,"Sauternes, Bordeaux",波爾多,France,法國,,2002,375ml,24.0,12,CVBG
86,86,CFW00041-1975-00730,Chateau Pichon Comtesse de Lalande,碧尚女爵正牌,Bordeaux Grand Cru Classe 2nd Growths,Red,紅酒,Chateau Pichon Comtesse de Lalande,碧尚女爵,"Pauillac, Bordeaux",波爾多,France,法國,,1975,730ml,240.0,12,CVBG
87,87,CFW00339-2014-00750,Chateau Climens,,Sauternes Premiers Crus,Sweet,甜酒,Chateau Climens,,"Sauternes, Bordeaux",波爾多,France,法國,,2014,750ml,43.8,12,CVBG
88,88,CFW00852-2012-00750,Chateau Girolate Blanc,,,White,白酒,Chateau Girolate,,Bordeaux,波爾多,France,法國,,2012,750ml,25.0,12,CVBG
89,89,CFW01473-2011-00750,Clos Puy Arnaud,,,Red,紅酒,Clos Puy Arnaud,,"Castillon Cotes de Bordeaux, Bordeaux",波爾多,France,法國,,2011,750ml,14.5,12,CVBG
90,90,CFW00941-2016-00750,Chateau Marjosse Blanc,,,White,白酒,Chateau Marjosse,,Bordeaux,波爾多,France,法國,,2016,750ml,5.3,12,CVBG
91,91,CFW00080-1990-00750,Chateau La Lagune,,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau La Lagune,,"Haut Medoc, Bordeaux",波爾多,France,法國,,1990,750ml,105.0,12,CVBG
92,92,CFW00006-2009-00750,Chateau Margaux,瑪歌正牌,Bordeaux Grand Cru Classe 1st Growths,Red,紅酒,Chateau Margaux,瑪歌酒莊,"Margaux, Bordeaux","瑪歌, 波爾多",France,法國,,2009,750ml,695.0,12,CVBG
93,93,CFW00006-1998-00750,Chateau Margaux,瑪歌正牌,Bordeaux Grand Cru Classe 1st Growths,Red,紅酒,Chateau Margaux,瑪歌酒莊,"Margaux, Bordeaux","瑪歌, 波爾多",France,法國,,1998,750ml,395.0,12,CVBG
94,94,CFW00078-1996-00750,Chateau Palmer,宝马正牌,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Palmer,宝马,"Margaux, Bordeaux",波爾多,France,法國,,1996,750ml,200.0,12,CVBG
95,95,CFW00017-2000-00750,Chateau Rauzan Segla,魯臣世家庄园正牌,Bordeaux Grand Cru Classe 2nd Growths,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,"Margaux, Bordeaux",波爾多,France,法國,,2000,750ml,100.0,12,CVBG
96,96,CFW00065-2013-00750,Le Sirene de Giscours,,Bordeaux Grand Cru Classe 3rd Growths,Red,紅酒,Chateau Giscours,吉斯库尔,"Margaux, Bordeaux",波爾多,France,法國,,2013,750ml,18.0,12,CVBG
97,97,CFW02108-2014-00750,Chateau Mauvesin Barton,,,Red,紅酒,Chateau Mauvesin Barton,,Bordeaux,波爾多,France,法國,,2014,750ml,9.9,12,CVBG
98,98,CFW00001-1995-00750,Chateau Lafite Rothschild,拉菲正牌,Bordeaux Grand Cru Classe 1st Growths,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,"Pauillac, Bordeaux",波爾多,France,法國,,1995,750ml,770.0,12,CVBG
99,99,CFW00001-1989-00750,Chateau Lafite Rothschild,拉菲正牌,Bordeaux Grand Cru Classe 1st Growths,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,"Pauillac, Bordeaux",波爾多,France,法國,,1989,750ml,790.0,12,CVBG
100,100,CFW00003-2010-00750,Chateau Latour,拉圖正牌,Bordeaux Grand Cru Classe 1st Growths,Red,紅酒,Chateau Latour,拉图酒莊,"Pauillac, Bordeaux",波爾多,France,法國,,2010,750ml,1190.0,12,CVBG
101,101,CFW00014-2013-00750,Chateau Mouton Rothschild,武當正牌,Bordeaux Grand Cru Classe 1st Growths,Red,紅酒,Baron Philippe de Rothschild,武當酒莊 －罗斯柴尔德男爵集團,"Pauillac, Bordeaux",波爾多,France,法國,,2013,750ml,342.0,12,CVBG
102,102,CFW00180-1988-00750,Domaine de Chevalier Rouge,,Graves,Red,紅酒,Domaine de Chevalier,,"Graves, Bordeaux",波爾多,France,法國,,1988,750ml,80.0,12,CVBG
103,103,CFW01808-2002-00750,Chateau Mission Haut Brion,,,Red,紅酒,Chateau Mission Haut Brion,,"Pessac Leognan, Bordeaux",波爾多,France,法國,,2002,750ml,155.0,12,CVBG
104,104,CFW01808-2000-00750,Chateau Mission Haut Brion,,,Red,紅酒,Chateau Mission Haut Brion,,"Pessac Leognan, Bordeaux",波爾多,France,法國,,2000,750ml,560.0,12,CVBG
105,105,CFW00204-2012-00750,Chateau La Mission Haut Brion Blanc,,Graves,White,白酒,Domaine Clarence Dillon,,"Graves, Bordeaux",波爾多,France,法國,,2012,750ml,480.0,12,CVBG
106,106,CFW00207-1999-00750,Chateau Pape Clement Rouge,,Graves,Red,紅酒,Chateau Pape Clement,,"Pessac Leognan, Bordeaux",波爾多,France,法國,,1999,750ml,108.0,12,CVBG
107,107,CFW00207-1996-00750,Chateau Pape Clement Rouge,,Graves,Red,紅酒,Chateau Pape Clement,,"Pessac Leognan, Bordeaux",波爾多,France,法國,,1996,750ml,120.0,12,CVBG
108,108,CFW00304-2011-00750,Chateau Clinet,,,Red,紅酒,Chateau Clinet,,"Pomerol, Bordeaux","波默罗, 波爾多",France,法國,,2011,750ml,57.0,12,CVBG
109,109,CFW00306-2010-00750,Chateau L'Eglise Clinet,,,Red,紅酒,Chateau Eglise Clinet,,"Pomerol, Bordeaux","波默罗, 波爾多",France,法國,,2010,750ml,315.0,12,CVBG
110,110,CFW01841-2010-00750,Petrus,,,Red,紅酒,Petrus,,"Pomerol, Bordeaux",波爾多,France,法國,,2010,750ml,3000.0,12,CVBG
111,111,CFW00321-2014-00750,Chateau Rouget,,,Red,紅酒,Chateau Rouget,,"Pomerol, Bordeaux","波默罗, 波爾多",France,法國,,2014,750ml,24.0,12,CVBG
112,112,CFW00323-1999-00750,Chateau Trotanoy,,,Red,紅酒,Chateau Trotanoy,,"Pomerol, Bordeaux","波默罗, 波爾多",France,法國,,1999,750ml,125.0,12,CVBG
113,113,CFW00323-1988-00750,Chateau Trotanoy,,,Red,紅酒,Chateau Trotanoy,,"Pomerol, Bordeaux","波默罗, 波爾多",France,法國,,1988,750ml,150.0,12,CVBG
114,114,CFW00218-2010-00750,Chateau Ausone,欧颂正牌,St. Emilion Premier Grand Cru Classe A,Red,紅酒,Chateau Ausone,欧颂,"St. Emilion, Bordeaux",波爾多,France,法國,,2010,750ml,1250.0,12,CVBG
115,115,CFW00218-2000-00750,Chateau Ausone,欧颂正牌,St. Emilion Premier Grand Cru Classe A,Red,紅酒,Chateau Ausone,欧颂,"St. Emilion, Bordeaux",波爾多,France,法國,,2000,750ml,1200.0,12,CVBG
116,116,CFW00227-2009-00750,Clos Fourtet,,St. Emilion Premier Grand Cru Classe B,Red,紅酒,Clos Fourtet,弗禾岱堡,"St. Emilion, Bordeaux",波爾多,France,法國,,2009,750ml,240.0,12,CVBG
117,117,CFW00228-2012-00750,Chateau La Gaffeliere,,St. Emilion Premier Grand Cru Classe B,Red,紅酒,Chateau La Gaffeliere,嘉芙丽庄园,"St. Emilion, Bordeaux",波爾多,France,法國,,2012,750ml,45.0,12,CVBG
118,118,CFW00270-2015-00750,Chateau Grand Pontet,,St. Emilion Grand Cru Classe,Red,紅酒,Chateau Grand Pontet,,"St. Emilion, Bordeaux",波爾多,France,法國,,2015,750ml,18.9,12,CVBG
119,119,CFW00229-2006-00750,Chateau Larcis Ducasse,,St. Emilion Premier Grand Cru Classe B,Red,紅酒,Chateau Larcis Ducasse,拉斯杜嘉庄园,"St. Emilion, Bordeaux",波爾多,France,法國,,2006,750ml,40.0,12,CVBG
120,120,CFW00288-2014-00750,Chateau Le Prieure,,St. Emilion Grand Cru Classe,Red,紅酒,Chateau Le Prieure,,"St. Emilion, Bordeaux",波爾多,France,法國,,2014,750ml,24.0,12,CVBG
