,ID,Wine,Year,Region English,Region Chinese,Formats,Negoces,Price,Markup Percentile,Markup Price,WS Merchants,WS Prices,Recommended Prices,Margin,Sell,Date,Qty,English Type,Chinese Type,English Vendor,Chinese Vendor,Rating
3005,CFW00026-2013-00750,Chateau Leoville Barton,2013,"St. Julien, Bordeaux",波爾多,750ml,RCA,412.31,5%,543.89,N/A,N/A,540,132,N/A,2017-08-01 08:05,360,Red,紅酒,Chateau Leoville Barton,巴頓,N/A
3006,CFW00014-2000-01500,Chateau Mouton Rothschild,2000,"Pauillac, Bordeaux",波爾多,1500ml,RCA,36191.88,5%,41114.68,N/A,N/A,41110,4923,N/A,2017-08-01 08:05,31,Red,紅酒,Baron Philippe de Rothschild,武當酒莊 －罗斯柴尔德男爵集團,N/A
3007,CFW00330-2010-00375,Chateau d'Yquem,2010,"Sauternes, Bordeaux",波爾多,375ml,CVBG,1374.38,5%,1634.79,N/A,N/A,1630,260,N/A,2017-08-01 08:05,60,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
3008,CFW00322-2013-00750,Chateau Taillefer,2013,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,RCA,146.60,5%,242.60,N/A,N/A,240,96,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau Taillefer,N/A,N/A
3009,CFW00020-2008-00375,Chateau Leoville Las Cases,2008,"St. Julien, Bordeaux",波爾多,375ml,RCA,632.21,5%,793.24,N/A,N/A,790,161,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
3010,CFW00059-2014-06000,Chateau Lagrange,2014,"St. Julien, Bordeaux",波爾多,6000ml,RCA,2428.06,5%,2829.57,N/A,N/A,2828,402,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Lagrange,N/A,N/A
3011,CFW00310-1994-05000,Chateau La Conseillante,1994,"Pomerol, Bordeaux","波默罗, 波爾多",5000ml,Twins,4627.06,5%,5323.04,N/A,N/A,5320,696,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau La Conseillante,N/A,N/A
3012,CFW00102-2008-00750,Chateau Duhart Milon,2008,"Pauillac, Bordeaux",波爾多,750ml,Twins,613.89,5%,772.46,N/A,N/A,770,159,N/A,2017-08-01 08:05,60,Red,紅酒,Domaines Barons de Rothschild,N/A,N/A
3013,CFW00151-2001-06000,Chateau Belgrave,2001,"Haut Medoc, Bordeaux",波爾多,6000ml,CVBG,1942.45,5%,2278.93,N/A,N/A,2278,336,N/A,2017-08-01 08:05,2,Red,紅酒,Chateau Belgrave,N/A,N/A
3014,CFW00253-2011-00750,Chateau La Dominique,2011,"St. Emilion, Bordeaux",波爾多,750ml,Twins,237.77,5%,345.98,N/A,N/A,345,108,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau La Dominique,N/A,N/A
3015,CFW00093-1996-00750,Chateau Saint Pierre,1996,"St. Julien, Bordeaux",波爾多,750ml,RCA,632.21,5%,793.24,N/A,N/A,790,161,N/A,2017-08-01 08:05,60,Red,紅酒,Domaines Henri Martin,N/A,N/A
3016,CFW02133-2007-00750,Chateau Rol Valentin,2007,Bordeaux,波爾多,750ml,BM,219.90,5%,325.72,N/A,N/A,325,106,N/A,2017-08-01 08:05,17,Red,紅酒,Chateau Rol Valentin,N/A,N/A
3017,CFW00162-2015-01500,Chateau Cantemerle,2015,"Haut Medoc, Bordeaux",波爾多,1500ml,RCA,412.31,5%,543.89,N/A,N/A,540,132,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Cantemerle,N/A,N/A
3018,CFW00304-2014-06000,Chateau Clinet,2014,"Pomerol, Bordeaux","波默罗, 波爾多",6000ml,BM,3637.51,5%,4200.98,N/A,N/A,4200,563,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Clinet,N/A,N/A
3019,CFW00035-2006-00750,Chateau Brane Cantenac,2006,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,Clarence Dillon,430.64,5%,564.68,N/A,N/A,560,134,N/A,2017-08-01 08:05,7,Red,紅酒,Chateau Brane Cantenac,布朗康田酒庄,N/A
3020,CFW00767-2010-00750,Chateau Barbe,2010,"Blaye Cotes de Bordeaux, Bordeaux",波爾多,750ml,RCA,51.31,5%,134.55,N/A,N/A,134.55,83,N/A,2017-08-01 08:05,1800,Red,紅酒,Chateau Barbe,N/A,N/A
3021,CFW00093-2010-00750,Chateau Saint Pierre,2010,"St. Julien, Bordeaux",波爾多,750ml,Twins,659.70,5%,824.41,N/A,N/A,820,165,N/A,2017-08-01 08:05,60,Red,紅酒,Domaines Henri Martin,N/A,N/A
3022,CFW00023-2006-00750,Chateau Leoville Poyferre,2006,"St. Julien, Bordeaux",波爾多,750ml,RCA,678.02,5%,845.18,N/A,N/A,845,167,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
3023,CFW00397-2016-00750,Chateau Fonreaud,2016,"Listrac, Bordeaux",波爾多,750ml,RCA,85.67,5%,173.51,N/A,N/A,173.51,88,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Fonreaud,N/A,N/A
3024,CFW00093-2013-00750,Chateau Saint Pierre,2013,"St. Julien, Bordeaux",波爾多,750ml,Twins,252.88,5%,363.11,N/A,N/A,360,110,N/A,2017-08-01 08:05,60,Red,紅酒,Domaines Henri Martin,N/A,N/A
3025,CFW02021-2013-00750,Chateau Fayat,2013,Bordeaux,波爾多,750ml,CVBG,151.18,5%,247.79,N/A,N/A,245,97,N/A,2017-08-01 08:05,30,Red,紅酒,Chateau Fayat,N/A,N/A
3026,CFW00392-2011-00750,Chateau Coufran,2011,"Haut Medoc, Bordeaux",波爾多,750ml,RCA,98.95,5%,188.57,N/A,N/A,188.57,90,N/A,2017-08-01 08:05,24000,Red,紅酒,Chateau Coufran,N/A,N/A
3027,CFW00339-2014-00750,Chateau Climens,2014,"Sauternes, Bordeaux",波爾多,750ml,BM,401.32,5%,531.43,N/A,N/A,530,130,N/A,2017-08-01 08:05,194,Sweet,甜酒,Chateau Climens,N/A,N/A
3028,CFW00298-1999-01500,Chateau La Tour Figeac,1999,"St. Emilion, Bordeaux",波爾多,1500ml,Twins,595.56,5%,751.68,N/A,N/A,750,156,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau La Tour Figeac,N/A,N/A
3029,CFW00087-2006-00750,Chateau Calon Segur,2006,"St. Estephe, Bordeaux",波爾多,750ml,RCA,787.98,5%,969.87,N/A,N/A,968,182,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau Calon Segur, 卡龙世家,N/A
3030,CFW00001-2001-00750,Chateau Lafite Rothschild,2001,"Pauillac, Bordeaux",波爾多,750ml,CVBG,6395.43,5%,7328.21,N/A,N/A,7328,933,N/A,2017-08-01 08:05,24,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
3031,CFW00163-2012-00375,Les Allees de Cantemerle,2012,"Haut Medoc, Bordeaux",波爾多,375ml,BM,48.56,5%,131.43,N/A,N/A,131.43,83,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Cantemerle,N/A,N/A
3032,CFW01424-2008-00750,DRC Grands Echezeaux,2008,Burgundy,勃艮第,750ml,RCA,11911.25,5%,13582.65,N/A,N/A,13580,1671,N/A,2017-08-01 08:05,2,Red,紅酒,DRC,N/A,N/A
3033,CFW00134-1992-00750,Chateau Lynch Bages,1992,"Pauillac, Bordeaux",波爾多,750ml,La Bergere,824.62,5%,1011.41,N/A,N/A,1010,187,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Lynch Bages,都卡斯庄园,N/A
3034,CFW00027-2013-00750,Chateau Durfort Vivens,2013,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,RCA,316.11,5%,434.81,N/A,N/A,430,119,N/A,2017-08-01 08:05,132,Red,紅酒,Chateau Durfort Vivens,杜霍酒庄,N/A
3035,CFW00035-2013-00750,Chateau Brane Cantenac,2013,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,Twins,339.01,5%,460.78,N/A,N/A,460,122,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Brane Cantenac,布朗康田酒庄,N/A
3036,CFW00035-2012-00750,Chateau Brane Cantenac,2012,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,CVBG,375.66,5%,502.33,N/A,N/A,500,127,N/A,2017-08-01 08:05,486,Red,紅酒,Chateau Brane Cantenac,布朗康田酒庄,N/A
3037,CFW00332-2009-00375,Chateau Lafaurie Peyraguey,2009,"Sauternes, Bordeaux",波爾多,375ml,CVBG,160.34,5%,258.18,N/A,N/A,258,98,N/A,2017-08-01 08:05,84,Sweet,甜酒,Bernard Magrez,N/A,N/A
3038,CFW00330-2014-09000,Chateau d'Yquem,2014,"Sauternes, Bordeaux",波爾多,9000ml,CVBG,27487.50,5%,31244.70,N/A,N/A,31240,3757,N/A,2017-08-01 08:05,6,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
3039,CFW00930-2010-00750,Chateau Larteau,2010,Bordeaux,波爾多,750ml,RCA,65.97,5%,151.17,N/A,N/A,151.17,85,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Larteau,N/A,N/A
3040,CFW00138-2015-06000,Chateau Dauzac,2015,"Margaux, Bordeaux",波爾多,6000ml,RCA,2977.81,5%,3452.94,N/A,N/A,3450,475,N/A,2017-08-01 08:05,7,Red,紅酒,Chateau Dauzac,N/A,N/A
3041,CFW00306-2014-00750,Chateau L'Eglise Clinet,2014,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,1209.45,5%,1447.78,N/A,N/A,1445,238,N/A,2017-08-01 08:05,111,Red,紅酒,Chateau Eglise Clinet,N/A,N/A
3042,CFW00320-1988-00750,Chateau Petit Village,1988,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,Twins,723.84,5%,897.14,N/A,N/A,895,173,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Petit Village,N/A,N/A
3043,CFW00234-2014-00750,Chateau Valandraud,2014,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,778.81,5%,959.47,N/A,N/A,958,181,N/A,2017-08-01 08:05,84,Red,紅酒,Chateau Valandraud,N/A,N/A
3044,CFW00226-2014-01500,Chateau Figeac,2014,"St. Emilion, Bordeaux",波爾多,1500ml,Twins,1557.62,5%,1842.57,N/A,N/A,1840,285,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Figeac, 飞卓,N/A
3045,CFW00220-2009-00750,Chateau Pavie,2009,"St. Emilion, Bordeaux",波爾多,750ml,BM,3206.88,5%,3712.68,N/A,N/A,3710,506,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Pavie,帕菲,N/A
3046,CFW00001-2010-00750,Chateau Lafite Rothschild,2010,"Pauillac, Bordeaux",波爾多,750ml,RCA,6597.00,5%,7556.77,N/A,N/A,7555,960,N/A,2017-08-01 08:05,60,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
3047,CFW00001-2002-00750,Chateau Lafite Rothschild,2002,"Pauillac, Bordeaux",波爾多,750ml,RCA,6184.69,5%,7089.25,N/A,N/A,7088,905,N/A,2017-08-01 08:05,72,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
3048,CFW00324-2000-01500,Vieux Chateau Certan,2000,"Pomerol, Bordeaux","波默罗, 波爾多",1500ml,BM,3573.38,5%,4128.26,N/A,N/A,4128,555,N/A,2017-08-01 08:05,1,Red,紅酒,Vieux Chateau Certan,N/A,N/A
3049,CFW00080-1998-00750,Chateau La Lagune,1998,"Haut Medoc, Bordeaux",波爾多,750ml,Twins,366.50,5%,491.95,N/A,N/A,490,125,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau La Lagune,N/A,N/A
3050,CFW00376-2012-00375,Chateau Le Boscq,2012,"St. Estephe, Bordeaux",波爾多,375ml,CVBG,69.63,5%,155.32,N/A,N/A,155.32,86,N/A,2017-08-01 08:05,888,Red,紅酒,Chateau Le Boscq,N/A,N/A
3051,CFW00090-2005-00750,Chateau Ferriere,2005,"Margaux, Bordeaux",波爾多,750ml,BM,453.54,5%,590.64,N/A,N/A,590,137,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau Ferriere,N/A,N/A
3052,CFW00003-2007-00750,Chateau Latour,2007,"Pauillac, Bordeaux",波爾多,750ml,RCA,3848.25,5%,4439.94,N/A,N/A,4438,592,N/A,2017-08-01 08:05,2,Red,紅酒,Chateau Latour,拉图酒莊,N/A
3053,CFW00448-2014-00750,Chateau Tronquoy Lalande,2014,"St. Estephe, Bordeaux",波爾多,750ml,BM,175.92,5%,275.85,N/A,N/A,275,100,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Tronquoy Lalande,N/A,N/A
3054,CFW01776-2011-00750,Chateau Jordi,2011,"Moulis, Bordeaux",波爾多,750ml,RCA,69.63,5%,155.32,N/A,N/A,155.32,86,N/A,2017-08-01 08:05,25000,Red,紅酒,Chateau Jordi,N/A,N/A
3055,CFW00305-1999-00750,Chateau Clos L'Eglise,1999,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,604.73,5%,762.08,N/A,N/A,760,157,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Clos L'Eglise,N/A,N/A
3056,CFW01892-2012-00750,Chateau Quintus,2012,"St. Emilion, Bordeaux",波爾多,750ml,Clarence Dillon,678.02,5%,845.18,N/A,N/A,845,167,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Quintus,N/A,N/A
3057,CFW00641-2014-00750,Almaviva,2014,Puente Alto,上普恩特,750ml,CVBG,723.84,5%,897.14,N/A,N/A,895,173,N/A,2017-08-01 08:05,60,Red,紅酒,Almaviva,N/A,N/A
3058,CFW01969-2008-00750,Chateau Bellevue Mondotte,2008,Bordeaux,波爾多,750ml,RCA,1099.50,5%,1323.10,N/A,N/A,1320,224,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Bellevue Mondotte,N/A,N/A
3059,CFW00302-2014-00750,Chateau Bellegrave,2014,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,125.98,5%,219.22,N/A,N/A,218,93,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Bellegrave,N/A,N/A
3060,CFW00030-1998-00750,Chateau Gruaud Larose,1998,"St. Julien, Bordeaux",波爾多,750ml,CVBG,595.56,5%,751.68,N/A,N/A,750,156,N/A,2017-08-01 08:05,684,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
3061,CFW00050-1998-00750,Chateau Montrose,1998,"St. Estephe, Bordeaux",波爾多,750ml,Clarence Dillon,870.44,5%,1063.37,N/A,N/A,1060,193,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Montrose,梦玫瑰,N/A
3062,CFW00219-1994-06000,Chateau Cheval Blanc,1994,"St. Emilion, Bordeaux",波爾多,6000ml,BM,24940.33,5%,28356.44,N/A,N/A,28355,3416,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Cheval Blanc,白马,N/A
3063,CFW00364-2013-00375,Chateau Potensac,2013,"Medoc, Bordeaux",波爾多,375ml,CVBG,60.93,5%,145.46,N/A,N/A,145.46,85,N/A,2017-08-01 08:05,372,Red,紅酒,Chateau Potensac,N/A,N/A
3064,CFW00006-2013-00750,Chateau Margaux,2013,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,BM,3115.25,5%,3608.78,N/A,N/A,3608,494,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Margaux,瑪歌酒莊,N/A
3065,CFW00734-2005-00750,DRC La Tache,2005,"Vosne-Romanee, Burgundy",勃艮第,750ml,RCA,37566.25,5%,42673.09,N/A,N/A,42670,5107,N/A,2017-08-01 08:05,6,Red,紅酒,Domaine de la Romanee Conti,罗曼尼康帝,N/A
3066,CFW00019-2007-05000,Chateau Rauzan Gassies,2007,"Margaux, Bordeaux","瑪歌, 波爾多",5000ml,RCA,3252.69,5%,3764.62,N/A,N/A,3760,512,N/A,2017-08-01 08:05,5,Red,紅酒,Chateau Rauzan Gassies,路仙歌庄园,N/A
3067,CFW00114-2010-01500,Chateau Beychevelle,2010,"St. Julien, Bordeaux",波爾多,1500ml,RCA,1777.52,5%,2091.92,N/A,N/A,2090,314,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Beychevelle,龍船酒莊,N/A
3068,CFW00104-2005-01500,Chateau Branaire Ducru,2005,"St. Julien, Bordeaux",波爾多,1500ml,Clarence Dillon,1539.30,5%,1821.80,N/A,N/A,1820,283,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Branaire Ducru,N/A,N/A
3069,CFW00003-1976-00750,Chateau Latour,1976,"Pauillac, Bordeaux",波爾多,750ml,BM,4214.75,5%,4855.51,N/A,N/A,4855,641,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Latour,拉图酒莊,N/A
3070,CFW02053-2014-00750,Chateau La Fleur de Bouard,2014,Bordeaux,波爾多,750ml,Twins,144.31,5%,240.00,N/A,N/A,240,96,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau La Fleur de Bouard,N/A,N/A
3071,CFW00030-2001-00750,Chateau Gruaud Larose,2001,"St. Julien, Bordeaux",波爾多,750ml,RCA,650.54,5%,814.02,N/A,N/A,810,163,N/A,2017-08-01 08:05,2400,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
3072,CFW00445-2014-00750,Chateau Tour de Pez,2014,"St. Estephe, Bordeaux",波爾多,750ml,RCA,127.82,5%,221.31,N/A,N/A,220,93,N/A,2017-08-01 08:05,12000,Red,紅酒,Chateau Tour de Pez,N/A,N/A
3073,CFW00023-2011-00750,Chateau Leoville Poyferre,2011,"St. Julien, Bordeaux",波爾多,750ml,BM,494.77,5%,637.39,N/A,N/A,635,143,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
3074,CFW00389-2012-01500,Chateau Clauzet,2012,"St. Estephe, Bordeaux",波爾多,1500ml,RCA,277.62,5%,391.16,N/A,N/A,390,114,N/A,2017-08-01 08:05,410,Red,紅酒,Chateau Clauzet,N/A,N/A
3075,CFW00453-2012-00375,Chateau Aney,2012,"Haut Medoc, Bordeaux",波爾多,375ml,RCA,43.52,5%,125.72,N/A,N/A,125.72,82,N/A,2017-08-01 08:05,500,Red,紅酒,Chateau Aney,N/A,N/A
3076,CFW00231-2001-00750,Chateau Pavie Macquin,2001,"St. Emilion, Bordeaux",波爾多,750ml,Twins,503.94,5%,647.79,N/A,N/A,645,144,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Pavie Macquin,N/A,N/A
3077,CFW00168-2000-00750,Chateau Haut Bailly,2000,"Graves, Bordeaux",波爾多,750ml,Clarence Dillon,842.95,5%,1032.20,N/A,N/A,1030,189,N/A,2017-08-01 08:05,13,Red,紅酒,Chateau Haut Bailly,奧巴特利,N/A
3078,CFW00869-2016-00750,Chateau Haut Pougnan Blanc,2016,Bordeaux,波爾多,750ml,RCA,29.78,5%,110.14,N/A,N/A,110.14,80,N/A,2017-08-01 08:05,20000,White,白酒,Chateau Haut Pougnan,N/A,N/A
3079,CFW00304-2014-00750,Chateau Clinet,2014,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,RCA,458.12,5%,595.84,N/A,N/A,595,138,N/A,2017-08-01 08:05,30,Red,紅酒,Chateau Clinet,N/A,N/A
3080,CFW00246-2015-00750,Chateau La Clotte,2015,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,430.64,5%,564.68,N/A,N/A,560,134,N/A,2017-08-01 08:05,720,Red,紅酒,Chateau La Clotte,N/A,N/A
3081,CFW01834-2013-00750,Chateau Lafleur du Roy,2013,"Pomerol, Bordeaux",波爾多,750ml,RCA,140.19,5%,235.33,N/A,N/A,235,95,N/A,2017-08-01 08:05,1800,Red,紅酒,Chateau Lafleur du Roy,N/A,N/A
3082,CFW00078-2012-00750,Chateau Palmer,2012,"Margaux, Bordeaux",波爾多,750ml,RCA,1878.31,5%,2206.20,N/A,N/A,2205,328,N/A,2017-08-01 08:05,42,Red,紅酒,Chateau Palmer,宝马,N/A
3083,CFW00234-1999-00750,Chateau Valandraud,1999,"St. Emilion, Bordeaux",波爾多,750ml,Twins,1278.17,5%,1525.70,N/A,N/A,1525,248,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Valandraud,N/A,N/A
3084,CFW00104-2014-01500,Chateau Branaire Ducru,2014,"St. Julien, Bordeaux",波爾多,1500ml,Clarence Dillon,556.16,5%,707.00,N/A,N/A,705,151,N/A,2017-08-01 08:05,18,Red,紅酒,Chateau Branaire Ducru,N/A,N/A
3085,CFW00336-2010-00375,Chateau Rayne Vigneau,2010,"Sauternes, Bordeaux",波爾多,375ml,Twins,114.53,5%,206.24,N/A,N/A,205,92,N/A,2017-08-01 08:05,60,Sweet,甜酒,Chateau Rayne Vigneau,N/A,N/A
3086,CFW00020-1998-00750,Chateau Leoville Las Cases,1998,"St. Julien, Bordeaux",波爾多,750ml,BM,1603.44,5%,1894.52,N/A,N/A,1890,291,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
3087,CFW00432-2014-00750,Chateau Petit Bocq,2014,"St. Estephe, Bordeaux",波爾多,750ml,BM,112.70,5%,204.16,N/A,N/A,200,91,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Petit Bocq,N/A,N/A
3088,CFW01641-2011-00750,Clos Floridene Blanc,2011,"Graves, Bordeaux",波爾多,750ml,RCA,108.12,5%,198.97,N/A,N/A,198.97,91,N/A,2017-08-01 08:05,18,White,白酒,Clos Floridene,N/A,N/A
3089,CFW01958-2011-01500,Ornellaia,2011,Tuscany,托斯卡納,1500ml,CVBG,2107.38,5%,2465.95,N/A,N/A,2465,359,N/A,2017-08-01 08:05,3,Red,紅酒,Tenuta dell'Ornellaia,N/A,N/A
3090,CFW00226-2012-00750,Chateau Figeac,2012,"St. Emilion, Bordeaux",波爾多,750ml,RCA,687.19,5%,855.58,N/A,N/A,855,168,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Figeac, 飞卓,N/A
3091,CFW00014-2001-06000,Chateau Mouton Rothschild,2001,"Pauillac, Bordeaux",波爾多,6000ml,BM,37016.50,5%,42049.72,N/A,N/A,42048,5033,N/A,2017-08-01 08:05,1,Red,紅酒,Baron Philippe de Rothschild,武當酒莊 －罗斯柴尔德男爵集團,N/A
3092,CFW00033-2008-00750,Chevalier de Lascombes,2008,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,BM,210.74,5%,315.33,N/A,N/A,315,105,N/A,2017-08-01 08:05,9,Red,紅酒,Chateau Lascombes,力士金酒莊,N/A
3093,CFW00219-2003-00750,Chateau Cheval Blanc,2003,"St. Emilion, Bordeaux",波爾多,750ml,La Bergere,3298.50,5%,3816.57,N/A,N/A,3815,518,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Cheval Blanc,白马,N/A
3094,CFW00219-1998-00750,Chateau Cheval Blanc,1998,"St. Emilion, Bordeaux",波爾多,750ml,BM,5268.44,5%,6050.30,N/A,N/A,6050,782,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Cheval Blanc,白马,N/A
3095,CFW00268-2010-00750,Chateau Grand Mayne,2010,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,302.36,5%,419.22,N/A,N/A,418,117,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Grand Mayne,N/A,N/A
3096,CFW00657-2010-00750,Masseto,2010,Tuscany,托斯卡納,750ml,BM,4581.25,5%,5271.09,N/A,N/A,5270,690,N/A,2017-08-01 08:05,24,Red,紅酒,Tenuta dell'Ornellaia,奥纳亚酒庄,N/A
3097,CFW00343-2009-00750,Chateau Sigalas Rabaud,2009,"Sauternes, Bordeaux",波爾多,750ml,BM,274.88,5%,388.06,N/A,N/A,388,113,N/A,2017-08-01 08:05,12,Sweet,甜酒,Chateau Sigalas Rabaud,N/A,N/A
3098,CFW00226-2010-05000,Chateau Figeac,2010,"St. Emilion, Bordeaux",波爾多,5000ml,CVBG,12369.38,5%,14102.12,N/A,N/A,14100,1733,N/A,2017-08-01 08:05,7,Red,紅酒,Chateau Figeac, 飞卓,N/A
3099,CFW00003-2007-01500,Chateau Latour,2007,"Pauillac, Bordeaux",波爾多,1500ml,RCA,6871.88,5%,7868.46,N/A,N/A,7868,997,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Latour,拉图酒莊,N/A
3100,CFW02100-2014-00750,Chateau Lusseau,2014,Bordeaux,波爾多,750ml,CVBG,99.87,5%,189.61,N/A,N/A,189.61,90,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Lusseau,N/A,N/A
3101,CFW00305-2010-00750,Chateau Clos L'Eglise,2010,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,Twins,1209.45,5%,1447.78,N/A,N/A,1445,238,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Clos L'Eglise,N/A,N/A
3102,CFW00112-2014-00750,Chateau Lafon Rochet,2014,"St. Estephe, Bordeaux",波爾多,750ml,CVBG,238.22,5%,346.49,N/A,N/A,345,108,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Lafon Rochet,N/A,N/A
3103,CFW00161-2008-00750,Chateau Croizet Bages,2008,"Pauillac, Bordeaux",波爾多,750ml,RCA,286.33,5%,401.04,N/A,N/A,400,115,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Croizet Bages,N/A,N/A
3104,CFW01839-2011-00750,Chateau La Croix Saint Georges,2011,"Pomerol, Bordeaux",波爾多,750ml,Twins,263.88,5%,375.58,N/A,N/A,375,112,N/A,2017-08-01 08:05,60,Red,紅酒,Jean Philippe Janoueix,N/A,N/A
3105,CFW00035-2006-00750,Chateau Brane Cantenac,2006,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,Twins,439.80,5%,575.06,N/A,N/A,575,135,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Brane Cantenac,布朗康田酒庄,N/A
3106,CFW00180-2014-01500,Domaine de Chevalier Rouge,2014,"Graves, Bordeaux",波爾多,1500ml,CVBG,733.00,5%,907.52,N/A,N/A,905,175,N/A,2017-08-01 08:05,18,Red,紅酒,Domaine de Chevalier,N/A,N/A
3107,CFW00006-1999-06000,Chateau Margaux,1999,"Margaux, Bordeaux","瑪歌, 波爾多",6000ml,RCA,46912.00,5%,53270.32,N/A,N/A,53270,6358,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Margaux,瑪歌酒莊,N/A
3108,CFW01808-1996-00750,Chateau Mission Haut Brion,1996,"Pessac Leognan, Bordeaux",波爾多,750ml,CVBG,1759.20,5%,2071.14,N/A,N/A,2070,312,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Mission Haut Brion,N/A,N/A
3109,CFW00220-2014-06000,Chateau Pavie,2014,"St. Emilion, Bordeaux",波爾多,6000ml,CVBG,14660.00,5%,16699.48,N/A,N/A,16698,2039,N/A,2017-08-01 08:05,2,Red,紅酒,Chateau Pavie,帕菲,N/A
3110,CFW00330-2013-00750,Chateau d'Yquem,2013,"Sauternes, Bordeaux",波爾多,750ml,BM,2290.62,5%,2673.72,N/A,N/A,2670,383,N/A,2017-08-01 08:05,192,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
3111,CFW02116-2013-00750,Chateau Moulin Saint Georges,2013,Bordeaux,波爾多,750ml,CVBG,160.34,5%,258.18,N/A,N/A,258,98,N/A,2017-08-01 08:05,1032,Red,紅酒,Chateau Moulin Saint Georges,N/A,N/A
