,ID,Wine,Year,Region English,Region Chinese,Formats,Negoces,Price,Markup Percentile,Markup Price,WS Merchants,WS Prices,Recommended Prices,Margin,Sell,Date,Qty,English Type,Chinese Type,English Vendor,Chinese Vendor,Rating
0,CFW00065-2013-00750,Le Sirene de Giscours,2013,"Margaux, Bordeaux",波爾多,750ml,BM,146.60,5%,242.60,N/A,N/A,240,96,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Giscours,吉斯库尔,N/A
1,CFW00087-2009-00750,Chateau Calon Segur,2009,"St. Estephe, Bordeaux",波爾多,750ml,CVBG,797.14,5%,980.25,N/A,N/A,980,183,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau Calon Segur, 卡龙世家,N/A
2,CFW02097-2015-00750,Chateau Lespault Martillac Rouge,2015,Bordeaux,波爾多,750ml,CVBG,146.60,5%,242.60,N/A,N/A,240,96,N/A,2017-08-01 08:05,84,Red,紅酒,Chateau Lespault Martillac,N/A,N/A
3,CFW00218-2000-00750,Chateau Ausone,2000,"St. Emilion, Bordeaux",波爾多,750ml,RCA,9620.62,5%,10985.28,N/A,N/A,10985,1365,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Ausone,欧颂,N/A
4,CFW00218-2010-00750,Chateau Ausone,2010,"St. Emilion, Bordeaux",波爾多,750ml,RCA,11865.44,5%,13530.70,N/A,N/A,13530,1665,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Ausone,欧颂,N/A
5,CFW00251-2013-00750,Chateau Dassault,2013,"St. Emilion, Bordeaux",波爾多,750ml,BM,164.92,5%,263.37,N/A,N/A,260,98,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Dassault,N/A,N/A
6,CFW01762-2013-00375,Chateau de Maison Neuve,2013,"Montagne Saint Emilion, Bordeaux",波爾多,375ml,RCA,33.90,5%,114.81,N/A,N/A,114.81,81,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau de Maison Neuve,N/A,N/A
7,CFW01808-1998-00750,Chateau Mission Haut Brion,1998,"Pessac Leognan, Bordeaux",波爾多,750ml,RCA,3023.62,5%,3504.88,N/A,N/A,3500,481,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Mission Haut Brion,N/A,N/A
8,CFW01994-2011-00750,Chateau d'Aiguilhe,2011,Bordeaux,波爾多,750ml,RCA,146.60,5%,242.60,N/A,N/A,240,96,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau d'Aiguilhe,N/A,N/A
9,CFW00389-2007-00750,Chateau Clauzet,2007,"St. Estephe, Bordeaux",波爾多,750ml,RCA,111.78,5%,203.12,N/A,N/A,200,91,N/A,2017-08-01 08:05,10400,Red,紅酒,Chateau Clauzet,N/A,N/A
10,CFW00023-2013-00750,Chateau Leoville Poyferre,2013,"St. Julien, Bordeaux",波爾多,750ml,CVBG,412.31,5%,543.89,N/A,N/A,540,132,N/A,2017-08-01 08:05,252,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
11,CFW00136-2012-00750,Echo de Lynch Bages,2012,"Pauillac, Bordeaux",波爾多,750ml,BM,261.13,5%,372.47,N/A,N/A,370,111,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Lynch Bages,靚茨伯酒莊,N/A
12,CFW00250-2005-00750,Chateau La Couspaude,2005,"St. Emilion, Bordeaux",波爾多,750ml,Clarence Dillon,393.99,5%,523.12,N/A,N/A,520,129,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau La Couspaude,N/A,N/A
13,CFW00134-2001-00750,Chateau Lynch Bages,2001,"Pauillac, Bordeaux",波爾多,750ml,Dynamic,998.79,5%,1208.91,N/A,N/A,1208,210,N/A,2017-08-01 08:05,133,Red,紅酒,Chateau Lynch Bages,都卡斯庄园,N/A
14,CFW00132-2010-00750,Chateau Grand Puy Ducasse,2010,"Pauillac, Bordeaux",波爾多,750ml,Twins,339.01,5%,460.78,N/A,N/A,460,122,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Grand Puy Ducasse,都卡斯庄园,N/A
15,CFW00020-2015-00750,Chateau Leoville Las Cases,2015,"St. Julien, Bordeaux",波爾多,750ml,RCA,1264.42,5%,1510.11,N/A,N/A,1510,246,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
16,CFW00323-2006-00750,Chateau Trotanoy,2006,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,RCA,1007.88,5%,1219.21,N/A,N/A,1218,211,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Trotanoy,N/A,N/A
17,CFW00226-1997-00750,Chateau Figeac,1997,"St. Emilion, Bordeaux",波爾多,750ml,La Bergere,687.19,5%,855.58,N/A,N/A,855,168,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Figeac, 飞卓,N/A
18,CFW00252-1995-00750,Chateau Destieux,1995,"St. Emilion, Bordeaux",波爾多,750ml,RCA,293.20,5%,408.83,N/A,N/A,408,116,N/A,2017-08-01 08:05,180,Red,紅酒,Chateau Destieux,N/A,N/A
19,CFW00365-2012-00750,Chateau Poujeaux,2012,"Moulis, Bordeaux",波爾多,750ml,RCA,187.83,5%,289.35,N/A,N/A,288,102,N/A,2017-08-01 08:05,360,Red,紅酒,Chateau Poujeaux,N/A,N/A
20,CFW01907-2010-01500,Chateau La Confession,2010,"St. Emilion, Bordeaux",波爾多,1500ml,BM,545.17,5%,694.54,N/A,N/A,690,149,N/A,2017-08-01 08:05,18,Red,紅酒,Jean Philippe Janoueix,N/A,N/A
21,CFW00532-2014-00750,Chateau Larrivaux,2014,"Haut Medoc, Bordeaux",波爾多,750ml,RCA,88.88,5%,177.15,N/A,N/A,177.15,88,N/A,2017-08-01 08:05,9600,Red,紅酒,Chateau Larrivaux,N/A,N/A
22,CFW00014-2011-00375,Chateau Mouton Rothschild,2011,"Pauillac, Bordeaux",波爾多,375ml,RCA,1878.31,5%,2206.20,N/A,N/A,2205,328,N/A,2017-08-01 08:05,60,Red,紅酒,Baron Philippe de Rothschild,武當酒莊 －罗斯柴尔德男爵集團,N/A
23,CFW00161-2012-00750,Chateau Croizet Bages,2012,"Pauillac, Bordeaux",波爾多,750ml,RCA,286.33,5%,401.04,N/A,N/A,400,115,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Croizet Bages,N/A,N/A
24,CFW00317-2009-00750,Chateau Latour a Pomerol,2009,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,Twins,595.56,5%,751.68,N/A,N/A,750,156,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Latour a Pomerol,N/A,N/A
25,CFW00314-2006-00750,Chateau La Fleur de Gay,2006,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,Clarence Dillon,577.24,5%,730.91,N/A,N/A,730,154,N/A,2017-08-01 08:05,9,Red,紅酒,Chateau La Fleur de Gay,N/A,N/A
26,CFW00027-2009-00750,Chateau Durfort Vivens,2009,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,Twins,407.73,5%,538.70,N/A,N/A,538,131,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Durfort Vivens,杜霍酒庄,N/A
27,CFW00030-2014-00750,Chateau Gruaud Larose,2014,"St. Julien, Bordeaux",波爾多,750ml,Twins,412.31,5%,543.89,N/A,N/A,540,132,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
28,CFW00020-1983-01500,Chateau Leoville Las Cases,1983,"St. Julien, Bordeaux",波爾多,1500ml,BM,3390.12,5%,3920.46,N/A,N/A,3920,530,N/A,2017-08-01 08:05,30,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
29,CFW00317-2003-00750,Chateau Latour a Pomerol,2003,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,595.56,5%,751.68,N/A,N/A,750,156,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Latour a Pomerol,N/A,N/A
30,CFW00734-2013-00750,DRC La Tache,2013,"Vosne-Romanee, Burgundy",勃艮第,750ml,La Bergere,21486.06,5%,24439.61,N/A,N/A,24438,2954,N/A,2017-08-01 08:05,1,Red,紅酒,Domaine de la Romanee Conti,罗曼尼康帝,N/A
31,CFW00330-1991-00750,Chateau d'Yquem,1991,"Sauternes, Bordeaux",波爾多,750ml,RCA,1621.76,5%,1915.30,N/A,N/A,1915,294,N/A,2017-08-01 08:05,6,Sweet,甜酒,Chateau d'Yquem,N/A,N/A
32,CFW00227-2001-00750,Clos Fourtet,2001,"St. Emilion, Bordeaux",波爾多,750ml,Clarence Dillon,861.27,5%,1052.97,N/A,N/A,1050,192,N/A,2017-08-01 08:05,12,Red,紅酒,Clos Fourtet,弗禾岱堡,N/A
33,CFW00171-2012-00750,La Parde Haut Bailly,2012,"Graves, Bordeaux",波爾多,750ml,CVBG,151.18,5%,247.79,N/A,N/A,245,97,N/A,2017-08-01 08:05,288,Red,紅酒,Chateau Haut Bailly,奧巴特利,N/A
34,CFW00308-2014-00750,Chateau L'Evangile,2014,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,Twins,870.44,5%,1063.37,N/A,N/A,1060,193,N/A,2017-08-01 08:05,60,Red,紅酒,Domaines Barons de Rothschild,N/A,N/A
35,CFW00080-2014-06000,Chateau La Lagune,2014,"Haut Medoc, Bordeaux",波爾多,6000ml,BM,2428.06,5%,2829.57,N/A,N/A,2828,402,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau La Lagune,N/A,N/A
36,CFW00284-2007-00750,Chateau Pavie Decesse,2007,"St. Emilion, Bordeaux",波爾多,750ml,BM,879.60,5%,1073.76,N/A,N/A,1070,194,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau Pavie Decesse,N/A,N/A
37,CFW01841-1979-00750,Petrus,1979,"Pomerol, Bordeaux",波爾多,750ml,La Bergere,12369.38,5%,14102.12,N/A,N/A,14100,1733,N/A,2017-08-01 08:05,1,Red,紅酒,Petrus,N/A,N/A
38,CFW00665-2005-00750,Vega Sicilia Unico,2005,Ribera del Duero,鬥羅河,750ml,Twins,2061.56,5%,2413.99,N/A,N/A,2410,352,N/A,2017-08-01 08:05,60,Red,紅酒,Vega Sicilia,贝加西西里亚,N/A
39,CFW00030-1993-01500,Chateau Gruaud Larose,1993,"St. Julien, Bordeaux",波爾多,1500ml,RCA,916.25,5%,1115.31,N/A,N/A,1115,199,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
40,CFW00023-1996-01500,Chateau Leoville Poyferre,1996,"St. Julien, Bordeaux",波爾多,1500ml,Twins,2199.00,5%,2569.84,N/A,N/A,2568,371,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
41,CFW00130-2013-00750,Chateau Grand Puy Lacoste,2013,"Pauillac, Bordeaux",波爾多,750ml,BM,302.36,5%,419.22,N/A,N/A,418,117,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Grand Puy Lacoste,拉高斯/拉古斯城堡庄园,N/A
42,CFW00257-2009-00750,Chateau Fleur Cardinale,2009,"St. Emilion, Bordeaux",波爾多,750ml,BM,393.99,5%,523.12,N/A,N/A,520,129,N/A,2017-08-01 08:05,240,Red,紅酒,Chateau Fleur Cardinale,N/A,N/A
43,CFW00014-1996-00750,Chateau Mouton Rothschild,1996,"Pauillac, Bordeaux",波爾多,750ml,RCA,4443.81,5%,5115.25,N/A,N/A,5115,671,N/A,2017-08-01 08:05,3,Red,紅酒,Baron Philippe de Rothschild,武當酒莊 －罗斯柴尔德男爵集團,N/A
44,CFW00364-2014-00375,Chateau Potensac,2014,"Medoc, Bordeaux",波爾多,375ml,BM,68.26,5%,153.77,N/A,N/A,153.77,86,N/A,2017-08-01 08:05,480,Red,紅酒,Chateau Potensac,N/A,N/A
45,CFW00109-2015-00750,Les Pensees de la Tour Carnet,2015,"Haut Medoc, Bordeaux",波爾多,750ml,CVBG,104.45,5%,194.81,N/A,N/A,194.81,90,N/A,2017-08-01 08:05,600,Red,紅酒,Bernard Magrez,N/A,N/A
46,CFW00532-2013-01500,Chateau Larrivaux,2013,"Haut Medoc, Bordeaux",波爾多,1500ml,RCA,169.51,5%,268.58,N/A,N/A,268,99,N/A,2017-08-01 08:05,80,Red,紅酒,Chateau Larrivaux,N/A,N/A
47,CFW00173-2012-00750,Chateau Carbonnieux Rouge,2012,"Pessac Leognan, Bordeaux",波爾多,750ml,RCA,218.98,5%,324.67,N/A,N/A,320,106,N/A,2017-08-01 08:05,852,Red,紅酒,Chateau Carbonnieux,N/A,N/A
48,CFW00306-1987-03000,Chateau L'Eglise Clinet,1987,"Pomerol, Bordeaux","波默罗, 波爾多",3000ml,BM,4214.75,5%,4855.51,N/A,N/A,4855,641,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Eglise Clinet,N/A,N/A
49,CFW00232-2011-00750,Chateau Troplong Mondot,2011,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,527.76,5%,674.80,N/A,N/A,670,147,N/A,2017-08-01 08:05,1092,Red,紅酒,Chateau Troplong Mondot,蒙度,N/A
50,CFW00112-2009-00750,Chateau Lafon Rochet,2009,"St. Estephe, Bordeaux",波爾多,750ml,Twins,348.18,5%,471.17,N/A,N/A,470,123,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Lafon Rochet,N/A,N/A
51,CFW00021-2014-01500,Clos du Marquis,2014,"St. Julien, Bordeaux",波爾多,1500ml,BM,549.75,5%,699.74,N/A,N/A,698,150,N/A,2017-08-01 08:05,138,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
52,CFW00020-1975-01480,Chateau Leoville Las Cases,1975,"St. Julien, Bordeaux",波爾多,1480ml,CVBG,3573.38,5%,4128.26,N/A,N/A,4128,555,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Leoville Las Cases,雄狮酒莊,N/A
53,CFW00229-2014-00750,Chateau Larcis Ducasse,2014,"St. Emilion, Bordeaux",波爾多,750ml,RCA,329.85,5%,450.39,N/A,N/A,450,121,N/A,2017-08-01 08:05,120,Red,紅酒,Chateau Larcis Ducasse,拉斯杜嘉庄园,N/A
54,CFW00051-2014-00750,La Dame de Montrose,2014,"St. Estephe, Bordeaux",波爾多,750ml,Twins,210.74,5%,315.33,N/A,N/A,315,105,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Montrose,梦玫瑰,N/A
55,CFW00027-1990-05000,Chateau Durfort Vivens,1990,"Margaux, Bordeaux","瑪歌, 波爾多",5000ml,Twins,5726.56,5%,6569.77,N/A,N/A,6568,843,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Durfort Vivens,杜霍酒庄,N/A
56,CFW00023-2007-01500,Chateau Leoville Poyferre,2007,"St. Julien, Bordeaux",波爾多,1500ml,CVBG,989.55,5%,1198.43,N/A,N/A,1198,209,N/A,2017-08-01 08:05,3,Red,紅酒,Chateau Leoville Poyferre,乐芙,N/A
57,CFW01808-2013-00750,Chateau Mission Haut Brion,2013,"Pessac Leognan, Bordeaux",波爾多,750ml,Twins,1099.50,5%,1323.10,N/A,N/A,1320,224,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Mission Haut Brion,N/A,N/A
58,CFW00270-2012-00750,Chateau Grand Pontet,2012,"St. Emilion, Bordeaux",波爾多,750ml,BM,151.18,5%,247.79,N/A,N/A,245,97,N/A,2017-08-01 08:05,567,Red,紅酒,Chateau Grand Pontet,N/A,N/A
59,CFW00134-2015-03000,Chateau Lynch Bages,2015,"Pauillac, Bordeaux",波爾多,3000ml,RCA,4123.12,5%,4751.61,N/A,N/A,4750,628,N/A,2017-08-01 08:05,4,Red,紅酒,Chateau Lynch Bages,都卡斯庄园,N/A
60,CFW00222-2014-00750,Chateau Beau Sejour Becot,2014,"St. Emilion, Bordeaux",波爾多,750ml,BM,307.86,5%,425.45,N/A,N/A,425,118,N/A,2017-08-01 08:05,1200,Red,紅酒,Chateau Beau Sejour Becot,N/A,N/A
61,CFW00006-2004-00750,Chateau Margaux,2004,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,CVBG,3573.38,5%,4128.26,N/A,N/A,4128,555,N/A,2017-08-01 08:05,48,Red,紅酒,Chateau Margaux,瑪歌酒莊,N/A
62,CFW00263-2016-00750,Chateau Fonplegade,2016,"St. Emilion, Bordeaux",波爾多,750ml,RCA,236.39,5%,344.41,N/A,N/A,340,108,N/A,2017-08-01 08:05,960,Red,紅酒,Chateau Fonplegade,N/A,N/A
63,CFW00030-2014-00750,Chateau Gruaud Larose,2014,"St. Julien, Bordeaux",波爾多,750ml,BM,439.80,5%,575.06,N/A,N/A,575,135,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
64,CFW02161-2011-00750,Chateau Vieux Ferrand,2011,Bordeaux,波爾多,750ml,BM,109.03,5%,200.00,N/A,N/A,200,91,N/A,2017-08-01 08:05,518,Red,紅酒,Chateau Vieux Ferrand,N/A,N/A
65,CFW00011-2011-06000,Le Clarence de Haut Brion,2011,"Graves, Bordeaux",波爾多,6000ml,Clarence Dillon,9235.80,5%,10548.93,N/A,N/A,10548,1313,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Haut Brion,侯伯王酒莊,N/A
66,CFW00035-2014-00750,Chateau Brane Cantenac,2014,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,Clarence Dillon,375.66,5%,502.33,N/A,N/A,500,127,N/A,2017-08-01 08:05,114,Red,紅酒,Chateau Brane Cantenac,布朗康田酒庄,N/A
67,CFW01535-2015-00750,Clos de la Dame Verte,2015,"Cotes de Bordeaux, Bordeaux",波爾多,750ml,RCA,77.42,5%,164.16,N/A,N/A,164.16,87,N/A,2017-08-01 08:05,6000,Red,紅酒,Clos de la Dame Verte,N/A,N/A
68,CFW00255-2014-00750,Chateau Faurie de Souchard,2014,"St. Emilion, Bordeaux",波爾多,750ml,BM,201.57,5%,304.93,N/A,N/A,300,103,N/A,2017-08-01 08:05,300,Red,紅酒,Chateau Faurie de Souchard,N/A,N/A
69,CFW00264-2011-00750,Chateau Fonroque,2011,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,145.68,5%,241.56,N/A,N/A,240,96,N/A,2017-08-01 08:05,732,Red,紅酒,Chateau Fonroque,N/A,N/A
70,CFW00318-2006-06000,Chateau Le Gay,2006,"Pomerol, Bordeaux","波默罗, 波爾多",6000ml,Twins,5680.75,5%,6517.82,N/A,N/A,6515,837,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau Le Gay,N/A,N/A
71,CFW00143-2012-00750,Chateau du Tertre,2012,"Margaux, Bordeaux",波爾多,750ml,BM,256.55,5%,367.27,N/A,N/A,365,111,N/A,2017-08-01 08:05,45,Red,紅酒,Chateau Du Tertre,N/A,N/A
72,CFW00014-2006-00750,Chateau Mouton Rothschild,2006,"Pauillac, Bordeaux",波爾多,750ml,RCA,4352.19,5%,5011.36,N/A,N/A,5010,659,N/A,2017-08-01 08:05,48,Red,紅酒,Baron Philippe de Rothschild,武當酒莊 －罗斯柴尔德男爵集團,N/A
73,CFW01945-2014-00750,Carmes de Rieussec,2014,"Sauternes, Bordeaux",波爾多,750ml,CVBG,132.86,5%,227.02,N/A,N/A,225,94,N/A,2017-08-01 08:05,570,Sweet,甜酒,Domaine Lafite Rothschild,N/A,N/A
74,CFW00299-2010-00750,Chateau Villemaurine,2010,"St. Emilion, Bordeaux",波爾多,750ml,BM,251.97,5%,362.08,N/A,N/A,360,110,N/A,2017-08-01 08:05,72,Red,紅酒,Chateau Villemaurine,N/A,N/A
75,CFW01539-2010-00750,Chateau Fougas Maldoror,2010,"Cotes de Bourg, Bordeaux",波爾多,750ml,RCA,120.94,5%,213.50,N/A,N/A,210,93,N/A,2017-08-01 08:05,2400,Red,紅酒,Chateau Fougas,N/A,N/A
76,CFW00304-2014-09000,Chateau Clinet,2014,"Pomerol, Bordeaux","波默罗, 波爾多",9000ml,Clarence Dillon,6047.25,5%,6933.40,N/A,N/A,6930,886,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Clinet,N/A,N/A
77,CFW00637-2006-00750,Rolf Binder Veritas Winery Haysen Shiraz,2006,Barossa,巴羅薩,750ml,Dynamic,400.85,5%,530.90,N/A,N/A,530,130,N/A,2017-08-01 08:05,120,Red,紅酒,Rolf Binder,N/A,N/A
78,CFW00337-2003-00750,Chateau Suduiraut,2003,"Sauternes, Bordeaux",波爾多,750ml,Clarence Dillon,384.82,5%,512.72,N/A,N/A,510,128,N/A,2017-08-01 08:05,8,Sweet,甜酒,Chateau Suduiraut,N/A,N/A
79,CFW00078-2000-00750,Chateau Palmer,2000,"Margaux, Bordeaux",波爾多,750ml,RCA,3014.46,5%,3494.49,N/A,N/A,3490,480,N/A,2017-08-01 08:05,138,Red,紅酒,Chateau Palmer,宝马,N/A
80,CFW00098-2010-00750,Chateau Talbot,2010,"St. Julien, Bordeaux",波爾多,750ml,Twins,503.94,5%,647.79,N/A,N/A,645,144,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Talbot,大宝,N/A
81,CFW00219-2007-00750,Chateau Cheval Blanc,2007,"St. Emilion, Bordeaux",波爾多,750ml,La Bergere,3161.06,5%,3660.72,N/A,N/A,3660,500,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Cheval Blanc,白马,N/A
82,CFW00093-2011-00750,Chateau Saint Pierre,2011,"St. Julien, Bordeaux",波爾多,750ml,Clarence Dillon,307.86,5%,425.45,N/A,N/A,425,118,N/A,2017-08-01 08:05,258,Red,紅酒,Domaines Henri Martin,N/A,N/A
83,CFW00257-2015-00750,Chateau Fleur Cardinale,2015,"St. Emilion, Bordeaux",波爾多,750ml,Clarence Dillon,238.22,5%,346.49,N/A,N/A,345,108,N/A,2017-08-01 08:05,228,Red,紅酒,Chateau Fleur Cardinale,N/A,N/A
84,CFW00229-2006-00750,Chateau Larcis Ducasse,2006,"St. Emilion, Bordeaux",波爾多,750ml,CVBG,366.50,5%,491.95,N/A,N/A,490,125,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Larcis Ducasse,拉斯杜嘉庄园,N/A
85,CFW00030-1982-00750,Chateau Gruaud Larose,1982,"St. Julien, Bordeaux",波爾多,750ml,CVBG,2932.00,5%,3400.99,N/A,N/A,3400,469,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Gruaud Larose,金玫瑰城堡,N/A
86,CFW00219-2007-06000,Chateau Cheval Blanc,2007,"St. Emilion, Bordeaux",波爾多,6000ml,BM,25288.50,5%,28751.23,N/A,N/A,28750,3463,N/A,2017-08-01 08:05,7,Red,紅酒,Chateau Cheval Blanc,白马,N/A
87,CFW00268-2010-06000,Chateau Grand Mayne,2010,"St. Emilion, Bordeaux",波爾多,6000ml,RCA,3958.20,5%,4564.61,N/A,N/A,4560,606,N/A,2017-08-01 08:05,4,Red,紅酒,Chateau Grand Mayne,N/A,N/A
88,CFW02053-2014-00750,Chateau La Fleur de Bouard,2014,Bordeaux,波爾多,750ml,BM,142.02,5%,237.41,N/A,N/A,235,95,N/A,2017-08-01 08:05,6,Red,紅酒,Chateau La Fleur de Bouard,N/A,N/A
89,CFW00253-2012-01500,Chateau La Dominique,2012,"St. Emilion, Bordeaux",波爾多,1500ml,CVBG,568.07,5%,720.51,N/A,N/A,720,152,N/A,2017-08-01 08:05,54,Red,紅酒,Chateau La Dominique,N/A,N/A
90,CFW00205-2008-00750,La Chapelle de La Mission Haut Brion,2008,"Graves, Bordeaux",波爾多,750ml,La Bergere,476.45,5%,616.62,N/A,N/A,615,140,N/A,2017-08-01 08:05,12,Red,紅酒,Domaine Clarence Dillon,N/A,N/A
91,CFW00254-2010-00750,Chateau Faugeres,2010,"St. Emilion, Bordeaux",波爾多,750ml,RCA,140.19,5%,235.33,N/A,N/A,235,95,N/A,2017-08-01 08:05,12000,Red,紅酒,Chateau Faugeres,N/A,N/A
92,CFW00182-2014-00750,Chateau de Fieuzal Rouge,2014,"Pessac Leognan, Bordeaux",波爾多,750ml,Cuvees,180.6,5%,281.15,N/A,N/A,280,101,N/A,2017-08-01 08:05,24,Red,紅酒,Chateau de Fieuzal,N/A,N/A
93,CFW00642-2012-00750,Clos Apalta,2012,Colchagua,空加瓜谷,750ml,CVBG,513.10,5%,658.18,N/A,N/A,658,145,N/A,2017-08-01 08:05,30,Red,紅酒,Lapostolle,N/A,N/A
94,CFW00317-1998-00750,Chateau Latour a Pomerol,1998,"Pomerol, Bordeaux","波默罗, 波爾多",750ml,BM,1191.12,5%,1426.99,N/A,N/A,1425,236,N/A,2017-08-01 08:05,12,Red,紅酒,Chateau Latour a Pomerol,N/A,N/A
95,CFW00017-2005-00750,Chateau Rauzan Segla,2005,"Margaux, Bordeaux",波爾多,750ml,RCA,1099.50,5%,1323.10,N/A,N/A,1320,224,N/A,2017-08-01 08:05,96,Red,紅酒,Chateau Rauzan Segla,魯臣世家庄园,N/A
96,CFW01877-2013-00750,Chateau La Croix Fourney,2013,"St. Emilion, Bordeaux",波爾多,750ml,RCA,66.89,5%,152.22,N/A,N/A,152.22,85,N/A,2017-08-01 08:05,19000,Red,紅酒,Chateau La Croix Fourney,N/A,N/A
97,CFW00001-1989-00750,Chateau Lafite Rothschild,1989,"Pauillac, Bordeaux",波爾多,750ml,RCA,6963.50,5%,7972.35,N/A,N/A,7970,1009,N/A,2017-08-01 08:05,12,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
98,CFW00338-2002-06000,Chateau Coutet,2002,"Sauternes, Bordeaux",波爾多,6000ml,Twins,1832.50,5%,2154.26,N/A,N/A,2150,322,N/A,2017-08-01 08:05,6,Sweet,甜酒,Chateau Coutet,N/A,N/A
99,CFW00001-2013-01500,Chateau Lafite Rothschild,2013,"Pauillac, Bordeaux",波爾多,1500ml,CVBG,8246.25,5%,9426.87,N/A,N/A,9425,1181,N/A,2017-08-01 08:05,45,Red,紅酒,Domaines Barons de Rothschild,拉菲酒莊－ 罗斯柴尔德男爵集團,N/A
100,CFW00326-2009-00375,Chateau Nenin,2009,"Pomerol, Bordeaux","波默罗, 波爾多",375ml,Twins,228.60,5%,335.58,N/A,N/A,335,107,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Nenin,N/A,N/A
101,CFW00379-2014-00750,Chateau Cambon Le Pelouse,2014,"Haut Medoc, Bordeaux",波爾多,750ml,CVBG,87.04,5%,175.06,N/A,N/A,175.06,88,N/A,2017-08-01 08:05,600,Red,紅酒,Chateau Cambon Le Pelouse,N/A,N/A
102,CFW00006-1989-00750,Chateau Margaux,1989,"Margaux, Bordeaux","瑪歌, 波爾多",750ml,RCA,4837.80,5%,5562.00,N/A,N/A,5560,724,N/A,2017-08-01 08:05,1,Red,紅酒,Chateau Margaux,瑪歌酒莊,N/A
103,CFW00110-2014-00750,Chateau La Tour Carnet Blanc,2014,"Haut Medoc, Bordeaux",波爾多,750ml,RCA,157.59,5%,255.06,N/A,N/A,255,97,N/A,2017-08-01 08:05,240,White,白酒,Bernard Magrez,N/A,N/A
104,CFW00249-2013-00750,Chateau Cote de Baleau,2013,"St. Emilion, Bordeaux",波爾多,750ml,BM,115.45,5%,207.28,N/A,N/A,205,92,N/A,2017-08-01 08:05,36,Red,紅酒,Chateau Cote de Baleau,N/A,N/A
105,CFW01893-2014-00375,Le Dragon de Quintus,2014,"St. Emilion, Bordeaux",波爾多,375ml,Clarence Dillon,91.62,5%,180.26,N/A,N/A,180.26,89,N/A,2017-08-01 08:05,60,Red,紅酒,Chateau Quintus,N/A,N/A
