,VINTAGE,ESTATE,APPELLATION,COLOR,CLASSIFICATION,QUANTITY,VOLUME,PACKING,PRICE,WA
260,2012,CLOS SAINT MARTIN,SAINT EMILION GRAND CRU,RED,CC,6,BT,OWC6,30.0,93
261,2012,DAME DE MONTROSE (LA),SAINT ESTEPHE   ,RED,2nd,600,BT,OWC6,21.0,88
262,2012,DAUPHIN D'OLIVIER (LE),PESSAC LEOGNAN,RED,2nd,600,BT,CB12,9.75,-
263,2012,DOME (LE),SAINT EMILION GRAND CRU,RED,,600,BT,OWC6,71.0,93
264,2012,DRAGON DE QUINTUS (LE),SAINT EMILION GRAND CRU,RED,2nd,414,BT,OWC6,17.5,88
265,2012,DULUC DE BRANAIRE,SAINT JULIEN,RED,2nd,480,BT,OWC6,15.5,-
266,2012,ECHO DE LYNCH BAGES,PAUILLAC,RED,2nd,600,BT,OWC6,22.9,86
267,2012,FIEFS DE LAGRANGE (LES),SAINT JULIEN    ,RED,2nd,234,BT,OWC6,14.0,-
268,2012,HAUT MEDOC DE CH. GISCOURS (LE),HAUT MEDOC,RED,,600,BT,CB12,11.0,-
269,2012,MAROJALLIA,MARGAUX         ,RED,,288,BT,OWC6,33.8,93
270,2012,MARQUIS DE CALON (LE),SAINT ESTEPHE   ,RED,2nd,246,BT,OWC6,13.2,-
271,2012,PAGODES DE COS (LES),SAINT ESTEPHE,RED,2nd,180,BT,OWC6,27.2,88
272,2012,PAVILLON BLANC DU CHATEAU MARGAUX,BORDEAUX,WHITE,2nd,12,BT,OWC12,155.0,90
273,2012,PAVILLON ROUGE DU CHATEAU MARGAUX,MARGAUX,RED,2nd,174,BT,OWC6,116.0,90+
274,2012,PETIT CHEVAL (LE),SAINT EMILION GRAND CRU,RED,2nd,54,BT,OWC6,110.0,86-88
275,2012,VIEUX CHÂTEAU CERTAN,POMEROL,RED,,24,BT,OWC6,135.0,92-94
276,2012,VIEUX CHÂTEAU SAINT ANDRE,MONTAGNE SAINT EMILION,RED,,600,BT,OWC12,8.55,-
277,2012,Y D'YQUEM,BORDEAUX,WHITE,,24,BT,OWC6,110.0,91-93
278,2013,AILE D'ARGENT,BORDEAUX BLANC,WHITE,,426,BT,OWC6,48.0,90-92
279,2013,ALTER EGO DE PALMER,MARGAUX,RED,,3,BT,OWC3,38.5,81-84
280,2013,ALTER EGO DE PALMER,MARGAUX,RED,,600,BT,OWC6,38.5,81-84
281,2013,BRIO DE CANTENAC BROWN,MARGAUX,RED,2nd,120,BT,CB6,14.5,-
282,2013,CARMES DE RIEUSSEC,SAUTERNES,SWEET,,600,BT,CB6,14.5,88-90
283,2013,CARMES DE RIEUSSEC,SAUTERNES,SWEET,,600,DM,CB24,7.25,88-90
284,2013,CH. AIGUILHE (D'),CASTILLON COTES DE BORDEAUX,RED,,108,BT,OWC12,11.8,87-89
285,2013,CH. BEAUREGARD,POMEROL,RED,,102,BT,OWC6,21.6,-
286,2013,CH. BEAUSEJOUR DUFFAU,SAINT EMILION GRAND CRU,RED,CC1B,60,BT,OWC6,48.0,90-92
287,2013,CH. BOUSCAUT BLANC,PESSAC LEOGNAN  ,WHITE,CC,12,BT,OWC6,19.7,-
288,2013,CH. BOUSCAUT ROUGE,PESSAC LEOGNAN  ,RED,CC,6,BT,OWC6,15.0,-
289,2013,CH. BRANAIRE DUCRU,SAINT JULIEN,RED,4CC,150,BT,OWC6,24.9,90-92
290,2013,CH. BRANON,PESSAC LEOGNAN,RED,,6,BT,OWC6,39.9,89-91
291,2013,CH. CAMBON LA PELOUSE,HAUT MEDOC,RED,,120,BT,OWC12,9.0,85-86
292,2013,CH. CANON LA GAFFELIERE,SAINT EMILION GRAND CRU,RED,CC1B,108,BT,OWC6,37.15,87-90
293,2013,CH. CANTEMERLE,HAUT MEDOC   ,RED,5CC,30,BT,OWC6,16.9,86-88
294,2013,CH. CANTENAC,SAINT EMILION GRAND CRU,RED,,84,BT,OWC12,8.3,86
295,2013,CH. CANTENAC BROWN,MARGAUX,RED,3CC,234,BT,OWC6,24.0,88-90+
296,2013,CH. CAP DE FAUGERES,CASTILLON COTES DE BORDEAUX,RED,,120,BT,CB12,7.0,87-88
297,2013,CH. CARONNE SAINTE GEMME,HAUT MEDOC,RED,,36,BT,CB12,7.2,-
298,2013,CH. CHEVAL BLANC,SAINT EMILION GRAND CRU,RED,CC1A,3,BT,OWC3,300.0,89-91
299,2013,CH. CHEVAL BLANC,SAINT EMILION GRAND CRU,RED,CC1A,120,BT,OWC6,300.0,89-91
300,2013,CH. CONSEILLANTE (LA),POMEROL         ,RED,,177,BT,-,57.0,89-91
301,2013,CH. COS D'ESTOURNEL,SAINT ESTEPHE,RED,2CC,414,BT,OWC6,81.5,86-88
302,2013,CH. COTE DE BALEAU,SAINT EMILION GRAND CRU,RED,CC,600,BT,OWC12,12.6,88-91
303,2013,CH. COUTET,BARSAC          ,SWEET,1CC,270,BT,OWC6,24.0,93-95
304,2013,CH. DALEM,FRONSAC,RED,,48,BT,OWC12,10.7,88-90
305,2013,CH. DASSAULT,SAINT EMILION GRAND CRU,RED,CC,36,BT,OWC12,18.0,86-88
306,2013,CH. DASSAULT,SAINT EMILION GRAND CRU,RED,CC,6,BT,OWC6,18.0,86-88
307,2013,CH. DESMIRAIL,MARGAUX,RED,3CC,60,BT,OWC12,17.4,-
308,2013,CH. DUHART MILON ROTHSCHILD,PAUILLAC        ,RED,4CC,600,BT,,48.0,85-87
309,2013,CH. EVANGILE (L'),POMEROL         ,RED,,366,BT,OWC6,100.0,88-89
310,2013,CH. FAUGERES,SAINT EMILION GRAND CRU,RED,CC,72,BT,OWC12,19.2,87-89
311,2013,CH. FAURIE DE SOUCHARD,SAINT EMILION GRAND CRU,RED,,300,BT,OWC12,21.6,-
312,2013,CH. FEYTIT CLINET,POMEROL,RED,,60,BT,OWC12,33.0,90-92
313,2013,CH. FLEUR CARDINALE,SAINT EMILION GRAND CRU,RED,CC,120,BT,OWC12,21.6,89-91
314,2013,CH. FLEUR DE GAY (LA),POMEROL,RED,,60,BT,OWC12,52.0,87-89
315,2013,CH. FONBEL (DE),SAINT EMILION GRAND CRU,RED,,600,BT,CB12,9.3,-
316,2013,CH. GAY (LE),POMEROL,RED,,24,BT,OWC6,48.0,85-87
317,2013,CH. GAZIN,POMEROL         ,RED,,24,BT,OWC6,38.0,90-92
318,2013,CH. GLORIA,SAINT JULIEN    ,RED,,438,BT,OWC6,19.8,87-89
319,2013,CH. GRAND MAYNE,SAINT EMILION GRAND CRU,RED,CC,12,BT,OWC12,21.0,84-86
320,2013,CH. GRAND PUY LACOSTE,PAUILLAC        ,RED,5CC,6,BT,OWC6,31.2,-
321,2013,CH. GRANDES MURAILLES (LES),SAINT EMILION GRAND CRU,RED,CC,60,BT,OWC6,28.0,88-89
322,2013,CH. GURGUE (LA),MARGAUX,RED,,60,BT,OWC12,11.0,-
323,2013,CH. HAUT BAILLY,PESSAC LEOGNAN,RED,CC,156,BT,OWC6,42.0,91-93
324,2013,CH. HAUT BATAILLEY,PAUILLAC        ,RED,5CC,24,BT,OWC12,21.0,-
325,2013,CH. HAUT BATAILLEY,PAUILLAC        ,RED,5CC,6,BT,OWC6,21.0,-
326,2013,CH. HAUT BERGEY,PESSAC LEOGNAN,RED,,108,BT,OWC12,12.5,86-88
327,2013,CH. HAUT MARBUZET,SAINT ESTEPHE   ,RED,,24,BT,OWC12,21.0,83-86
328,2013,CH. LANESSAN,HAUT MEDOC,RED,,180,BT,OWC6,8.85,-
329,2013,CH. LANGOA BARTON,SAINT JULIEN,RED,3CC,600,BT,OWC6,28.5,87-89
330,2013,CH. LARCIS DUCASSE,SAINT EMILION GRAND CRU   ,RED,CC1B,60,BT,OWC12,30.0,88-91
331,2013,CH. LATOUR MARTILLAC ROUGE,PESSAC LEOGNAN,RED,CC,348,BT,OWC12,18.0,90-92
332,2013,CH. LEOVILLE BARTON,SAINT JULIEN,RED,2CC,24,BT,OWC6,42.5,90-92
333,2013,CH. LEOVILLE POYFERRE,SAINT JULIEN,RED,2CC,36,BT,OWC12,38.4,90-92
334,2013,CH. LEOVILLE POYFERRE,SAINT JULIEN,RED,2CC,3,BT,OWC3,38.4,90-92
335,2013,CH. LILIAN LADOUYS,SAINT ESTEPHE,RED,,600,BT,OWC6,9.9,86-88
336,2013,CH. MALARTIC LAGRAVIERE BLANC,PESSAC LEOGNAN,WHITE,CC,6,BT,OWC6,34.8,92-94
337,2013,CH. MALESCOT SAINT EXUPERY,MARGAUX,RED,3CC,264,BT,OWC6,27.5,89-91
338,2013,CH. MARQUIS D'ALESME,MARGAUX         ,RED,5CC,120,BT,OWC12,20.0,88-90
339,2013,CH. MARQUIS DE TERME,MARGAUX,RED,4CC,174,BT,OWC6,21.0,-
340,2013,CH. MAUVESIN BARTON,MOULIS          ,RED,,288,BT,OWC12,9.3,88-90
341,2013,CH. MEYNEY,SAINT ESTEPHE   ,RED,,96,BT,OWC12,16.55,87-89
342,2013,CH. MISSION HAUT BRION BLANC (LA),PESSAC LEOGNAN,WHITE,CC,30,BT,OWC6,480.0,93-95
343,2013,CH. MISSION HAUT BRION ROUGE (LA),PESSAC LEOGNAN,RED,CC,162,BT,OWC6,120.0,88-89
344,2013,CH. MONTROSE,SAINT ESTEPHE,RED,2CC,3,BT,OWC3,57.6,87-89
345,2013,CH. MOULIN SAINT GEORGES,SAINT EMILION GRAND CRU   ,RED,,6,BT,OWC6,18.5,84-86
346,2013,CH. NENIN,POMEROL,RED,,24,BT,OWC6,28.0,87-88
347,2013,CH. OLIVIER ROUGE,PESSAC LEOGNAN,RED,CC,228,BT,OWC6,16.5,87-88
348,2013,CH. ORMES DE PEZ (LES),SAINT ESTEPHE,RED,,564,BT,OWC6,15.6,85-87
349,2013,CH. PAVIE,SAINT EMILION GRAND CRU   ,RED,CC1A,300,BT,OWC6,165.0,92-94
350,2013,CH. PEDESCLAUX,PAUILLAC,RED,5CC,30,BT,OWC6,17.8,88-90
351,2013,CH. POINTE (LA),POMEROL,RED,,168,BT,OWC12,18.6,86-88
352,2013,CH. QUINTUS,SAINT EMILION GRAND CRU,RED,,24,BT,OWC6,60.0,86-88
353,2013,CH. REYNON,CADILLAC COTES DE BORDEAUX,RED,,120,BT,OWC12,7.1,-
354,2013,CH. RIEUSSEC,SAUTERNES       ,SWEET,1CC,252,BT,OWC6,48.0,94-96
355,2013,CH. RIEUSSEC,SAUTERNES       ,SWEET,1CC,480,DM,OWC24,24.0,94-96
356,2013,CH. ROUGET,POMEROL         ,RED,,96,BT,OWC12,22.2,86-88
357,2013,CH. SAINT PIERRE,SAINT JULIEN,RED,4CC,216,BT,OWC6,27.5,88-90
358,2013,CH. SENEJAC,HAUT MEDOC,RED,,600,BT,CB6,7.8,87-88
359,2013,CH. SIRAN,MARGAUX         ,RED,,84,BT,OWC12,13.75,-
360,2013,CH. SIRAN,MARGAUX         ,RED,,6,BT,OWC6,13.75,-
361,2013,CH. SIRAN,MARGAUX         ,RED,,90,BT,OWC6,13.75,-
362,2013,CH. SMITH HAUT LAFITTE ,PESSAC LEOGNAN,RED,CC,600,BT,-,45.0,86-88
363,2013,CH. SMITH HAUT LAFITTE BLANC,PESSAC LEOGNAN,WHITE,CC,6,BT,OWC6,61.0,93-95
364,2013,CH. TEYSSIER,SAINT EMILION GRAND CRU,RED,,600,BT,OWC12,9.85,84-86
365,2013,CH. THIL (LE),PESSAC LEOGNAN,RED,,300,BT,OWC12,12.0,-
366,2013,CH. TROPLONG MONDOT,SAINT EMILION GRAND CRU,RED,CC1B,174,BT,OWC6,52.8,92-94
367,2013,CH. VILLA BEL AIR ROUGE,GRAVES,RED,,48,BT,OWC6,7.6,-
368,2013,CH. VIOLETTE (LA),POMEROL,RED,,12,BT,OWC6,140.0,86-88
369,2013,CH. YQUEM (D'),SAUTERNES       ,SWEET,1CCSUP,120,BT,OWC6,250.0,98
370,2013,CH. YQUEM (D'),SAUTERNES       ,SWEET,1CCSUP,180,DM,OWC6,125.0,98
371,2013,CHAPELLE D'AUSONE,SAINT EMILION GRAND CRU,RED,2nd,12,BT,OWC6,100.0,88-91
372,2013,CHAPELLE DE POTENSAC,MEDOC,RED,2nd,300,BT,CB6,6.9,82-84
373,2013,CLARTE DE HAUT BRION (LA),PESSAC LEOGNAN,WHITE,,90,BT,OWC6,65.0,90-92
374,2013,CLEMENTIN DU PAPE CLEMENT (LE),PESSAC LEOGNAN,RED,2nd,60,BT,OWC6,16.1,84-86
375,2013,CLOS DE L'ORATOIRE,SAINT EMILION GRAND CRU,RED,CC,240,BT,OWC6,19.95,84-86
376,2013,CLOS FLORIDENE ROUGE,GRAVES,RED,,36,BT,OWC12,11.9,-
377,2013,CLOS FOURTET,SAINT EMILION GRAND CRU,RED,CC1B,300,BT,OWC6,51.0,88-90
378,2013,CLOS L'EGLISE,POMEROL,RED,,54,BT,OWC6,39.9,87-89
379,2013,CLOS RENE,POMEROL,RED,,48,BT,OWC12,15.0,-
380,2013,CROIX DE BEAUCAILLOU (LA),SAINT JULIEN    ,RED,2nd,192,BT,OWC12,21.9,87-88
381,2013,DAME DE MONTROSE (LA),SAINT ESTEPHE   ,RED,2nd,276,BT,OWC12,19.6,84-86
382,2013,DAUPHIN D'OLIVIER (LE),PESSAC LEOGNAN,WHITE,2nd,240,BT,CB12,10.2,-
383,2013,DAUPHIN D'OLIVIER (LE),PESSAC LEOGNAN,RED,2nd,600,BT,CB12 & CB6,9.2,-
384,2013,DOMAINE DE CHEVALIER ROUGE,PESSAC LEOGNAN  ,RED,CC,36,BT,OWC6,30.0,90-92
385,2013,DOME (LE),SAINT EMILION GRAND CRU,RED,,72,BT,OWC6,67.0,90-92
386,2013,DRAGON DE QUINTUS (LE),SAINT EMILION GRAND CRU,RED,2nd,48,BT,OWC12,15.0,84-86
387,2013,FIEFS DE LAGRANGE (LES),SAINT JULIEN    ,RED,2nd,600,BT,OWC6,13.8,-
388,2013,FUGUE DE NENIN,POMEROL,RED,,36,BT,OWC6,14.5,-
389,2013,HAUT MEDOC DE CH. GISCOURS (LE),HAUT MEDOC,RED,,600,BT,CB12,10.75,-
390,2013,HAUTS DU TERTRE (LES),MARGAUX,RED,,324,BT,OWC12,12.8,-
391,2013,HERITAGE DE CHASSE SPLEEN,HAUT MEDOC,RED,,300,BT,CB6,8.95,-
392,2013,HISTORICAL XIX CENTURY WINE,BORDEAUX,RED,,84,BT,OWC6,150.0,-
393,2013,PARDE DE HAUT BAILLY (LA),PESSAC LEOGNAN,RED,2nd,480,BT,OWC12,14.4,87-88
394,2013,PAVILLON BLANC DU CHATEAU MARGAUX,BORDEAUX,WHITE,2nd,6,BT,OWC6,140.0,92
395,2013,RESERVE DE MALARTIC (LA),PESSAC LEOGNAN,RED,2nd,360,BT,OWC12,9.9,-
396,2013,VIEUX CHÂTEAU SAINT ANDRE,MONTAGNE SAINT EMILION,RED,,600,BT,OWC6,8.5,-
397,2014,CH. MARJOSSE,BORDEAUX,WHITE,,600,BT,CB12,5.1,-
398,2014,DAUPHIN D'OLIVIER (LE),PESSAC LEOGNAN,WHITE,2nd,600,BT,CB12 & CB6,10.2,-
399,2014,G DE GUIRAUD,BORDEAUX,WHITE,,96,BT,CB6,7.6,-
400,2014,PENSEES DE TOUR CARNET (LES),HAUT MEDOC,RED,2nd,300,BT,CB6,9.9,
401,2014,Y D'YQUEM,BORDEAUX,WHITE,,66,BT,OWC6,95.0,91-93
402,2015,CLOS DES LUNES - LUNE D'ARGENT,BORDEAUX BLANC,WHITE,,48,BT,CC6,8.35,
403,2015,R DE RIEUSSEC,BORDEAUX ,WHITE,,600,BT,CB6,12.0,
