,                          THE CLASSICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
1145,2012,CH. LE GAY,,,Pomerol,9,cs,,56,94+,16.75,92-95,92
1146,2013,CH. LE GAY,,,Pomerol,5,cs,,49.8,85-87,16.5,,91-92
1147,,,,,,,,,,,,,
1148,2013,CH. GAZIN,,,Pomerol,25,cs,,40,90-92,16.75,,
1149,2014,CH. GAZIN,,,Pomerol,30,cs,,48,,,90-93,
1150,2014,CH. GAZIN,Mag.,,Pomerol,3,cs,,96,,,90-93,
1151,,,,,,,,,,,,,
1152,2012,MANOIR DE GAY,,2nd label of Ch. Le Gay,Pomerol,95,cs,,15,88,,90-93,
1153,2013,MANOIR DE GAY,,2nd label of Ch. Le Gay,Pomerol,25,cs,,14.5,,,,
1154,2014,MANOIR DE GAY,,2nd label of Ch. Le Gay,Pomerol,20,cs,,15.9,,,,
1155,,,,,,,,,,,,,
1156,2013,CH. MAZEYRES,,,Pomerol,28,cs,,15,,15,,89-88
1157,,,,,,,,,,,,,
1158,2010,CH. NENIN,,,Pomerol,1,cs,,48,90,**** 17.5,92,96
1159,2011,CH. NENIN,,,Pomerol,7,cs,,31,86,**** 16.5,89,91
1160,2012,CH. NENIN,,,Pomerol,35,cs,,32,91-93,17.25,91,92-93
1161,2013,CH. NENIN,,,Pomerol,30,cs,,29.5,87-88,17,,89-90
1162,2013,CH. NENIN,Mag.,,Pomerol,1,cs,,57,87-88,17,,89-90
1163,,,,,,,,,,,,,
1164,2002,CH. PETIT VILLAGE,Mag.,,Pomerol,3,cs,,80,85-87,,88,
1165,2011,CH. PETIT VILLAGE,,,Pomerol,1,cs,,42,89+,**** 16.5,90,93
1166,,,,,,,,,,,,,
1167,2005,PETRUS,,,Pomerol,2,cs,,2980,97+,***** 19.5,100,
1168,2006,PETRUS,,,Pomerol,1,cs,,1900,93+,*****,94,
1169,2009,PETRUS,,,Pomerol,2,cs,,2995,100,***** 19,99,99
1170,2009,PETRUS,Mag.,,Pomerol,1,cs,,5990,100,***** 19,99,99
1171,2012,PETRUS,,,Pomerol,1,cs,,1960,96+,18.50,96,95
1172,,,,,,,,,,,,,
1173,2009,CH. LA POINTE,,,Pomerol,40,cs,,32,90,**** 16.5,92,
1174,2010,CH. LA POINTE,,,Pomerol,11,cs,,27.8,88,**** 16.5,93,
1175,2012,CH. LA POINTE,,,Pomerol,15,cs,,24.5,90-92,16.25,90,91-92
1176,2013,CH. LA POINTE,,,Pomerol,55,cs,,19.4,86-88,16,87-90,
1177,2014,CH. LA POINTE,,,Pomerol,75,cs,,21.2,,16.5/20,89-92,87-88
1178,2014,CH. LA POINTE,Mag.,,Pomerol,3,cs,,43,,16.5/20,89-92,87-88
1179,,,,,,,,,,,,,
1180,2011,CH. ROUGET,,,Pomerol,70,cs,,25.4,89,,90,92
1181,2012,CH. ROUGET,,,Pomerol,16,cs,,26,92,16.5,89,92-93
1182,,,,,,,,,,,,,
1183,2013,LE SEUIL DE MAZEYRES,,,Pomerol,60,cs,,11.5,,,,
1184,,,,,,,,,,,,,
1185,2012,CH. TAILLEFER,,,Pomerol,120,cs,,13.95,84-87,,,
1186,2013,CH. TAILLEFER,,,Pomerol,150,cs,,13.4,,15.5,,
1187,2013,CH. TAILLEFER,Half,,Pomerol,5,cs,,7.4,,15.5,,
1188,2013,CH. TAILLEFER,Mag.,,Pomerol,4,cs,,26.8,,15.5,,
1189,2013,CH. TAILLEFER,Imp.,,Pomerol,1,cs,/1,155,,15.5,,
1190,2014,CH. TAILLEFER,,,Pomerol,150,cs,,13.95,,,,
1191,2014,CH. TAILLEFER,Half,,Pomerol,10,cs,,7.75,,,,
1192,2014,CH. TAILLEFER,Mag.,,Pomerol,10,cs,,28.5,,,,
1193,,,,,,,,,,,,,
1194,2007,CH. LA VIOLETTE,,,Pomerol,1,cs,,150,91,,,
1195,,,,,,,,,,,,,
1196,FRONSAC,,,,,,,,,,,,
1197,,,,,,,,,,,,,
1198,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1199,,,,,,,,,,,,,
1200,2009,CH. DALEM,,,Fronsac,40,cs,,16.5,89,*** 16,91,
1201,,,,,,,,,,,,,
1202,1998,CH. LA RIVIERE,,,Fronsac,2,cs,,14,,,,
1203,,,,,,,,,,,,,
1204,CANON FRONSAC,,,,,,,,,,,,
1205,,,,,,,,,,,,,
1206,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1207,,,,,,,,,,,,,
1208,2011,CH. CANON PECRESSE,,,Canon Fronsac,14,cs,,8.65,,*** 16,,90
1209,,,,,,,,,,,,,
1210,PESSAC LEOGNAN RED,,,,,,,,,,,,
1211,,,,,,,,,,,,,
1212,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1213,,,,,,,,,,,,,
1214,2012,CH. BOUSCAUT ROUGE,,Cru Classé red,Pessac-Léognan,20,cs,,20,,16.75,89,
1215,2013,CH. BOUSCAUT ROUGE,,Cru Classé red,Pessac-Léognan,244,cs,,15.95,,16.25,,
1216,2013,CH. BOUSCAUT ROUGE,Mag.,Cru Classé red,Pessac-Léognan,2,cs,,32.6,,16.25,,
1217,,,,,,,,,,,,,
1218,2011,CH. BROWN ROUGE,,,Pessac-Léognan,12,cs,,14.5,89,*** 15.5,90,90
1219,2012,CH. BROWN ROUGE,,,Pessac-Léognan,60,cs,,14.25,88,16,91,
1220,2012,CH. BROWN ROUGE,Half,,Pessac-Léognan,2,cs,,7.8,88,16,91,
1221,2013,CH. BROWN ROUGE,,,Pessac-Léognan,70,cs,,13,,,,
1222,,,,,,,,,,,,,
1223,2011,CH. CARBONNIEUX,,Cru Classé red,Pessac-Léognan,15,cs,,26.5,90+,*** 16+,88,91
1224,,,,,,,,,,,,,
1225,2009,LA CHAPELLE DE LA MISSION,,2nd label of Ch. Mission Haut-Brion,Pessac-Léognan,12,cs,,74,91,,,
1226,2011,LA CHAPELLE DE LA MISSION,,2nd Label of Ch.Mission Haut Brion,Pessac-Léognan,21,cs,,48,88,,90,92
1227,2012,LA CHAPELLE DE LA MISSION,,2nd Label of Ch.Mission Haut Brion,Pessac-Léognan,9,cs,,38,90,16.75,90,91-92
1228,2013,LA CHAPELLE DE LA MISSION,,2nd Label of Ch.Mission Haut Brion,Pessac-Léognan,32,cs,,31,85-86,16.75,87-90,88-89
1229,,,,,,,,,,,,,
1230,2011,LES CHENES DE BOUSCAUT ROUGE,,2nd label from Ch.Bouscaut,Pessac-Léognan,250,cs,,9.6,,,,92
1231,2012,LES CHENES DE BOUSCAUT ROUGE,,2nd label from Ch.Bouscaut,Pessac-Léognan,500,cs,,9.6,,,,
1232,2013,LES CHENES DE BOUSCAUT ROUGE,,2nd label from Ch.Bouscaut,Pessac-Léognan,300,cs,,9.4,,,,
1233,,,,,,,,,,,,,
1234,2010,DOMAINE DE CHEVALIER,,Cru Classé red,Pessac-Léognan,19,cs,,63,95,***** 18.5,93,96
1235,2013,DOMAINE DE CHEVALIER,,Cru Classé red,Pessac-Léognan,40,cs,,29.5,90-92,17.25,88-91,91-92
1236,,,,,,,,,,,,,
1237,2006,LE BAHANS DU CH. HAUT BRION,,2nd label from Ch. Haut Brion,Pessac-Léognan,11,cs,,93,88,****,,
1238,2008,LE CLARENCE DE HAUT BRION,,2nd label from Ch. Haut Brion,Pessac-Léognan,15,cs,,87,91,,,90
1239,2009,LE CLARENCE DE HAUT BRION,,2nd label from Ch. Haut Brion,Pessac-Léognan,200,cs,,90,92,**** 17.5,92,95
1240,2010,LE CLARENCE DE HAUT BRION,,2nd label from Ch. Haut Brion,Pessac-Léognan,15,cs,,98,93,**** 17.5,93,94
1241,2011,LE CLARENCE DE HAUT BRION,,2nd label from Ch. Haut Brion,Pessac-Léognan,55,cs,,72,90,**** 17,90,92
1242,2011,LE CLARENCE DE HAUT BRION,Mag.,2nd label from Ch. Haut Brion,Pessac-Léognan,3,cs,,150,90,**** 17,90,92
1243,,,,,,,,,,,,,
1244,2013,LE CLEMENTIN DE PAPE CLEMENT,,,Pessac-Léognan,22,cs,,16.4,84-86,16.25,,86-87
1245,2014,LE CLEMENTIN DE PAPE CLEMENT,,,Pessac-Léognan,2,cs,,16.9,,,,
1246,,,,,,,,,,,,,
1247,2011,CLOS DES CARMES HAUT BRION,Half,2nd label of Ch. Carmes Haut Brion,Pessac-Léognan,3,cs,/12,6.75,,,,92
1248,2012,CLOS DES CARMES HAUT BRION,Half,2nd label of Ch. Carmes Haut Brion,Pessac-Léognan,5,cs,/12,6.75,,,,
1249,,,,,,,,,,,,,
1250,2011,LE DAUPHIN D'OLIVIER,,2nd label from Ch. Olivier,Pessac-Léognan,85,cs,,10.5,,,,
1251,2012,LE DAUPHIN D'OLIVIER,,2nd label from Ch. Olivier,Pessac-Léognan,125,cs,,9.98,,,,
1252,,,,,,,,,,,,,
1253,2014,CH. FERRAN,,,Pessac-Léognan,300,cs,,8.95,,,,91-92
1254,2014,CH. FERRAN,Half,,Pessac-Léognan,10,cs,,4.6,,,,91-92
1255,2014,CH. FERRAN,Mag.,,Pessac-Léognan,10,cs,,18,,,,91-92
1256,,,,,,,,,,,,,
1257,2012,CH. FERRAN ROUGE,,,Pessac-Léognan,300,cs,,8.95,85-87,16.5,,
1258,,,,,,,,,,,,,
1259,2010,CH. DE FIEUZAL,,Cru Classé red,Pessac-Léognan,60,cs,,35.6,90,**** 16.5,92,92
1260,,,,,,,,,,,,,
1261,1993,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,1,cs,,340,90,,91,
1262,1995,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,1,cs,,450,96,,95,
1263,1996,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,6,cs,,400,92,,93,91
1264,2001,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,1,cs,,398,94,,,
1265,2002,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,2,cs,,350,89,,93,
1266,2004,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,10,cs,,340,92,,95,
1267,2006,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,4,cs,,378,96,*****,95,
1268,2007,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,10,cs,,350,92,***** 18.5,93,
1269,2008,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,1,cs,,360,96,***** 19,92,
1270,2009,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,3,cs,,780,100,***** 19.5,98,100
1271,2010,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,3,cs,,695,100,***** 19.5,99,97
1272,2010,CH. HAUT BRION,Mag.,1ST GCC,Pessac-Léognan,1,cs,,1380,100,***** 19.5,99,97
1273,2010,CH. HAUT BRION,DMag.,1ST GCC,Pessac-Léognan,1,cs,/1,2950,100,***** 19.5,99,97
1274,2012,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,1,cs,,365,98,18.50,95,96
1275,2013,CH. HAUT BRION,,1ST GCC,Pessac-Léognan,10,cs,,295,90-92,18.25,91-94,92-93
1276,,,,,,,,,,,,,
1277,2013,CH. LATOUR MARTILLAC,,Cru Classé red,Pessac-Léognan,15,cs,,17.8,90-92,16.5,,
1278,,,,,,,,,,,,,
1279,2009,CH. LESPAULT-MARTILLAC,, Made by Domaine de Chevalier,Pessac-Léognan,34,cs,,17.5,,,92,
1280,2010,CH. LESPAULT-MARTILLAC,, Made by Domaine de Chevalier,Pessac-Léognan,30,cs,,16.95,89-91,,89,92-93
1281,2011,CH. LESPAULT MARTILLAC,, Made by Domaine de Chevalier,Pessac-Léognan,42,cs,,15.75,,,,91
1282,2012,CH. LESPAULT-MARTILLAC,, Made by Domaine de Chevalier,Pessac-Léognan,5,cs,,15.9,90,16.50,89,92
1283,,,,,,,,,,,,,
1284,1998,CH. LA MISSION HAUT BRION,,Cru Classé red,Pessac-Léognan,4,cs,,320,98,,,
1285,2006,CH. LA MISSION HAUT BRION,,Cru Classé red,Pessac-Léognan,18,cs,,280,94,*****,95,
1286,2007,CH. LA MISSION HAUT BRION,,Cru Classé red,Pessac-Léognan,15,cs,,185,92,**** 18,91,
1287,2008,CH. LA MISSION HAUT BRION,,Cru Classé red,Pessac-Léognan,13,cs,,195,95,,90,
1288,2010,CH. LA MISSION HAUT BRION,,Cru Classé red,Pessac-Léognan,4,cs,,525,98+,***** 19,97,95-96
1289,2012,CH. LA MISSION HAUT BRION,,Cru Classé red,Pessac-Léognan,3,cs,,165,97,17.50,93,94
1290,,,,,,,,,,,,,
1291,2011,CH. OLIVIER,,Cru Classé red,Pessac-Léognan,110,cs,,18.5,89,**** 16.5,92,92
1292,2011,CH. OLIVIER,Half,Cru Classé red,Pessac-Léognan,10,cs,,9.75,89,**** 16.5,92,92
1293,2012,CH. OLIVIER,,Cru Classé red,Pessac-Léognan,35,cs,,18.2,88,16.75,92,92
1294,2013,CH. OLIVIER,,Cru Classé red,Pessac-Léognan,35,cs,,16.6,87-88,16.25,88-91,
1295,,,,,,,,,,,,,
1296,2007,CH. PAPE CLEMENT,,Cru Classé red,Pessac-Léognan,5,cs,,79,92,*** 16,90,
1297,2011,CH. PAPE CLEMENT,,Cru Classé red,Pessac-Léognan,2,cs,,68,96,**** 17,93,90-91
1298,2014,CH. PAPE CLEMENT,,Cru Classé red,Pessac-Léognan,30,cs,,56,,,91-94,
1299,,,,,,,,,,,,,
1300,2011,LA PARDE DE HAUT BAILLY,,2nd label of Ch. Haut Bailly,Pessac-Léognan,3,cs,,16.8,89,,89,
1301,,,,,,,,,,,,,
1302,1997,CH. POUMEY,,from Ch. Pape Clément,Pessac-Léognan,38,cs,,16.8,,,,
1303,,,,,,,,,,,,,
1304,2011,LA RESERVE DE MALARTIC,,2nd label of Ch. Malartic Lagravière,Pessac-Léognan,10,cs,,10.5,,,,
1305,,,,,,,,,,,,,
1306,2014,LA RESERVE DE MALARTIC RGE,,,Pessac-Léognan,75,cs,,11.6,,,,
1307,,,,,,,,,,,,,
1308,2013,CH. SMITH HAUT LAFITTE,,,Pessac-Léognan,60,cs,,43.95,86-88,17,89-92,91-92
1309,2013,CH. SMITH HAUT LAFITTE,Melc.,,Pessac-Léognan,1,cs,/1,1250,86-88,17,89-92,91-92
1310,2013,CH. SMITH HAUT LAFITTE,Balt.,,Pessac-Léognan,1,cs,/1,768,86-88,17,89-92,91-92
1311,,,,,,,,,,,,,
1312,PESSAC LEOGNAN WHITE,,,,,,,,,,,,
1313,,,,,,,,,,,,,
1314,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1315,,,,,,,,,,,,,
1316,,,,,,,,,,,,,
1317,2006,CH. BOUSCAUT BLANC,,cru classé white,Pessac-Léognan,9,cs,,16.8,86-88,***,91,
1318,2007,CH. BOUSCAUT BLANC,,cru classé white,Pessac-Léognan,25,cs,,18.9,,*** 15,90-93,
1319,2013,CH. BOUSCAUT BLANC,,cru classé white,Pessac-Léognan,23,cs,,20.5,,16.75,,
1320,2014,CH. BOUSCAUT BLANC,,cru classé white,Pessac-Léognan,19,cs,,21,,16.75/20,,
1321,,,,,,,,,,,,,
1322,2012,CH. BROWN BLANC,,,Pessac-Léognan,1,cs,,18.5,89,17.25,92,
1323,2013,CH. BROWN BLANC,,,Pessac-Léognan,5,cs,,18,,15.75,93,92-93
1324,2014,CH. BROWN BLANC,,,Pessac-Léognan,14,cs,,17.5,90-92,16.75/20,89-92,
1325,,,,,,,,,,,,,
1326,2012,CH. CARBONNIEUX BLANC,,cru classé white,Pessac-Léognan,65,cs,,21.8,90,17.5,90,
1327,,,,,,,,,,,,,
1328,2014,LES CHENES DE BOUSCAUT BLANC,,2nd label from Ch.Bouscaut,Pessac-Léognan,40,cs,,10.5,,,,
1329,,,,,,,,,,,,,
1330,2013,LA CLARTE DE HAUT BRION,,,Pessac-Léognan,7,cs,,63,90-92,,,
1331,2014,LA CLARTE DE HAUT BRION,,,Pessac-Léognan,20,cs,,63,,17/20,90-93,
1332,,,,,,,,,,,,,
1333,2013,LE CLEMENTIN DE PAPE CLEMENT,,,Pessac-Léognan,13,cs,,31.5,84-86,,,
1334,2014,LE CLEMENTIN DE PAPE CLEMENT,,,Pessac-Léognan,1,cs,,31.5,,,,
1335,,,,,,,,,,,,,
1336,1997,CH. COUHINS LURTON,,,Pessac-Léognan,1,cs,,17,,,,
1337,1999,CH. COUHINS LURTON,,,Pessac-Léognan,1,cs,,16,,,,
1338,,,,,,,,,,,,,
1339,2012,LE DAUPHIN D'OLIVIER,,2nd label from Ch. Olivier,Pessac-Léognan,2,cs,,10.75,,,,
1340,2013,LE DAUPHIN D'OLIVIER,,2nd label from Ch. Olivier,Pessac-Léognan,110,cs,,10.8,,,,
1341,2014,LE DAUPHIN D'OLIVIER,,2nd label from Ch. Olivier,Pessac-Léognan,75,cs,,10.9,,,,
1342,,,,,,,,,,,,,
1343,2014,CH. FERRAN BLANC,,,Pessac-Léognan,35,cs,,9.5,,,,
1344,,,,,,,,,,,,,
1345,2012,CH. HAUT BRION,,cru classé white,Pessac-Léognan,2,cs,,695,98,19,96,95
1346,2014,CH. HAUT BRION,,cru classé white,Pessac-Léognan,3,cs,,695,,19/20,95-98,
1347,,,,,,,,,,,,,
1348,2014,CH. LARRIVET HAUT-BRION,,,Pessac-Léognan,7,cs,,23,89-91,16.75/20,90-93,
1349,,,,,,,,,,,,,
1350,2004,CH. LAVILLE HAUT BRION,,cru classé white,Pessac-Léognan,1,cs,,280,91+,,93,
1351,2006,CH. LAVILLE HAUT BRION,,cru classé white,Pessac-Léognan,1,cs,,350,98,****,93,
1352,2007,CH. LAVILLE HAUT BRION,,cru classé white,Pessac-Léognan,2,cs,,350,96,***** 18.5,93,
1353,,,,,,,,,,,,,
1354,2014,CH. LA LOUVIERE,,,Pessac-Léognan,20,cs,,16.9,,,88-91,91-92
1355,,,,,,,,,,,,,
1356,1993,CH. MALARTIC LAGRAVIERE BLC,,cru classé white,Pessac-Léognan,1,cs,,19.8,,,,
1357,,,,,,,,,,,,,
1358,2009,CH. LA MISSION HAUT BRION BLANC,,cru classé white,Pessac-Léognan,3,cs,,560,96,***** 18.5,93,
1359,2013,CH. LA MISSION HAUT BRION BLANC,,cru classé white,Pessac-Léognan,5,cs,,480,93-95,18,96,95-96
1360,2014,CH. LA MISSION HAUT BRION BLANC,,cru classé white,Pessac-Léognan,4,cs,,480,,18.75/20,94-97,
1361,,,,,,,,,,,,,
1362,2013,CH. OLIVIER,,cru classé white,Pessac-Léognan,17,cs,,19,88-90,16.75,91,93-94
1363,2014,CH. OLIVIER,,cru classé white,Pessac-Léognan,100,cs,,18,,,89-92,
1364,,,,,,,,,,,,,
1365,2007,CH. PAPE CLEMENT,,,Pessac-Léognan,3,cs,,120,96-100,*** 15.5,92-95,
1366,2013,CH. PAPE CLEMENT,,,Pessac-Léognan,5,cs,,91.5,94-96,,92-95,
1367,,,,,,,,,,,,,
1368,2002,LE SILLAGE DE MALARTIC,,2nd label of Ch. Malartic Lagravière,Pessac-Léognan,1,cs,,7.5,,,85,
1369,,,,,,,,,,,,,
1370,2003,CH. TOUR LEOGNAN BLANC,,2nd label of Ch.Carbonnieux,Pessac-Léognan,1,cs,,7.5,,,,
1371,2004,CH. TOUR LEOGNAN BLANC,,2nd label of Ch.Carbonnieux,Pessac-Léognan,2,cs,,7.5,,,,
1372,2014,CH. TOUR LEOGNAN BLANC,,2nd label of Ch.Carbonnieux,Pessac-Léognan,25,cs,,8.9,,,,
1373,,,,,,,,,,,,,
1374,GRAVES RED,,,,,,,,,,,,
1375,,,,,,,,,,,,,
1376,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1377,,,,,,,,,,,,,
1378,2012,CLOS FLORIDENE ROUGE,,,Graves,1,cs,,10.9,86-88,,90,
1379,,,,,,,,,,,,,
1380,GRAVES WHITE,,,,,,,,,,,,
1381,,,,,,,,,,,,,
1382,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1383,,,,,,,,,,,,,
1384,2014,CLOS FLORIDENE,,white wine,Graves,3,cs,,12.5,88-90,,88-91,
1385,,,,,,,,,,,,,
1386,BARSAC & BARSAC CRU CLASSE,,,,,,,,,,,,
1387,,,,,,,,,,,,,
1388,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1389,,,,,,,,,,,,,
1390,2011,CHARTREUSE DE COUTET,,,Barsac,11,cs,,12.95,,,,
1391,,,,,,,,,,,,,
1392,2005,CH. CLIMENS,,1er Cru Classé,Barsac,5,cs,,72,97,*****,95,
1393,2008,CH. CLIMENS,,1er Cru Classé,Barsac,2,cs,,62,93,18.5/20,91,
1394,2009,CH. CLIMENS,Half,1er Cru Classé,Barsac,2,cs,,37.9,97,,95,
1395,2009,CH. CLIMENS,Mag.,1er Cru Classé,Barsac,1,cs,,148,97,,95,
1396,2010,CH. CLIMENS,Half,1er Cru Classé,Barsac,15,cs,,38,94-96,,96,96
1397,2010,CH. CLIMENS,Mag.,1er Cru Classé,Barsac,1,cs,,148,94-96,,96,96
1398,2011,CH. CLIMENS,Half,1er Cru Classé,Barsac,1,cs,,37,95-97,***** 19,97,96
1399,2012,CH. CLIMENS,,1er Cru Classé,Barsac,1,cs,,42.5,93-95,18,93,
1400,,,,,,,,,,,,,
1401,2006,CH. COUTET,Half,1er Cru Classé,Barsac,1,cs,,13.5,92,****,94,
1402,2009,CH. COUTET,,1er Cru Classé,Barsac,50,cs,,48,95,**** 18,95,96
1403,2009,CH. COUTET,Mag.,1er Cru Classé,Barsac,1,cs,,96,95,**** 18,95,96
1404,2010,CH. COUTET,,1er Cru Classé,Barsac,15,cs,,42,93-95,***** 19,95,94
1405,2011,CH. COUTET,,1er Cru Classé,Barsac,10,cs,,42,94-96,**** 18,97,93
1406,2012,CH. COUTET,,1er Cru Classé,Barsac,16,cs,,31,90-92,17,92,89
1407,2012,CH. COUTET,Half,1er Cru Classé,Barsac,9,cs,,17,90-92,17,92,89
1408,,,,,,,,,,,,,
1409,2003,COUTET CUVEE MADAME,,,Barsac,12,cs,/1,200,95,,,
1410,,,,,,,,,,,,,
1411,2012,CH. DOISY DAENE,,,Barsac,9,cs,,27,90-92,17,92,91
1412,2013,CH. DOISY DAENE,,,Barsac,1,cs,,28,93-95,18,93-96,87-88
1413,,,,,,,,,,,,,
1414,SAUTERNES & SAUTERNES CRU CLASSE,,,,,,,,,,,,
1415,,,,,,,,,,,,,
1416,Vint.,Chateau,Format,Comment,Appellation,Qty/cs,,,€/Btl.,Parker,Decanter,W.S,J.S
1417,,,,,,,,,,,,,
1418,2009,CARMES DE RIEUSSEC,,2nd label from Ch. Rieussec,Sauternes,100,cs,,15.5,,,89,92
1419,2010,CARMES DE RIEUSSEC,,2nd label from Ch. Rieussec,Sauternes,47,cs,,14.5,,,89,92
1420,2011,CARMES DE RIEUSSEC,,2nd label from Ch. Rieussec,Sauternes,110,cs,,14.5,,,90,
1421,2012,CARMES DE RIEUSSEC,,2nd label from Ch. Rieussec,Sauternes,140,cs,,14.5,,,88-91,88
1422,2012,CARMES DE RIEUSSEC,Half,2nd label from Ch. Rieussec,Sauternes,55,cs,/12,7.5,,,88-91,88
1423,2013,CARMES DE RIEUSSEC,,2nd label from Ch. Rieussec,Sauternes,29,cs,,14.5,88-90,,89-92,
1424,2013,CARMES DE RIEUSSEC,Half,2nd label from Ch. Rieussec,Sauternes,18,cs,/12,7.5,88-90,,89-92,
1425,2014,CARMES DE RIEUSSEC,,,Sauternes,19,cs,,14.5,,,88-91,92-93
1426,,,,,,,,,,,,,
1427,1994,CH. CLOS HAUT PEYRAGUEY,Mag.,1er Cru Classé,Sauternes,25,cs,,38,,,,
1428,1995,CH. CLOS HAUT PEYRAGUEY,Mag.,1er Cru Classé,Sauternes,6,cs,,46.5,,,,
1429,1996,CH. CLOS HAUT PEYRAGUEY,Mag.,1er Cru Classé,Sauternes,6,cs,,48,85,,,
1430,1999,CH. CLOS HAUT PEYRAGUEY,,1er Cru Classé,Sauternes,100,cs,,24,,,,
1431,2003,CH. CLOS HAUT PEYRAGUEY,,1er Cru Classé,Sauternes,65,cs,,28,91,,93,
1432,2003,CH. CLOS HAUT PEYRAGUEY,Half,1er Cru Classé,Sauternes,8,cs,,14.5,91,,93,
1433,2004,CH. CLOS HAUT PEYRAGUEY,,1er Cru Classé,Sauternes,25,cs,,23,89,,88,
1434,2005,CH. CLOS HAUT PEYRAGUEY,,1er Cru Classé,Sauternes,35,cs,,27,88,****,92,
1435,2014,CH. CLOS HAUT PEYRAGUEY,,1er Cru Classé,Sauternes,5,cs,,23,,,92-95,
1436,,,,,,,,,,,,,
1437,2009,L'EXTRAVAGANT DE DOISY DAENE,Half,,Sauternes,1,cs,/6,145,98-100,,95-98,
1438,2010,L'EXTRAVAGANT DE DOISY DAENE,Half,,Sauternes,7,cs,/1,145,95-97,,97,
1439,2012,L'EXTRAVAGANT DE DOISY DAENE,Half,,Sauternes,2,cs,/1,135,90-92,,93,
1440,,,,,,,,,,,,,
1441,2009,CH. DE FARGUES,,,Sauternes,1,cs,,90,96,**** 18,91-94,
1442,,,,,,,,,,,,,
1443,2009,CH. GUIRAUD,Half,1er Cru Classé,Sauternes,34,cs,,21,96,***** 18.5,96,96
1444,2010,CH. GUIRAUD,,1er Cru Classé,Sauternes,1,cs,,31.5,93,***** 18.5,92-95,
1445,2011,CH. GUIRAUD,,1er Cru Classé,Sauternes,2,cs,,48,92,18,97,99
1446,2013,CH. GUIRAUD,Half,1er Cru Classé,Sauternes,2,cs,/12,15.25,90-92,18.25,94-97,92-93
1447,,,,,,,,,,,,,
1448,2005,CH. LAFAURIE PEYRAGUEY,,1er Cru Classé,Sauternes,19,cs,,30,91,*****,92,95
1449,2010,CH. LAFAURIE PEYRAGUEY,Half,1er Cru Classé,Sauternes,1,cs,,18,90,***** 18.5,92,91
1450,,,,,,,,,,,,,
1451,1997,CH. RIEUSSEC,,1er Cru Classé,Sauternes,14,cs,,65,91,,,
1452,2003,CH. RIEUSSEC,,1er Cru Classé,Sauternes,1,cs,,40,91,,,
1453,2006,CH. RIEUSSEC,Half,1er Cru Classé,Sauternes,1,cs,,18.5,,****,93,
1454,2007,CH. RIEUSSEC,,1er Cru Classé,Sauternes,50,cs,,48,93,***** 19,93-96,
1455,2010,CH. RIEUSSEC,Half,1er Cru Classé,Sauternes,14,cs,/12,24,90-92,***** 18.5,93-96,95-96
1456,2011,CH. RIEUSSEC,Half,1er Cru Classé,Sauternes,10,cs,/12,24,95,***** 18.5,96,96-97
1457,,,,,,,,,,,,,
1458,2011,CH. SIGALAS RABAUD,,,Sauternes,3,cs,,28.5,91,**** 17,90-93,96
1459,2012,CH. SIGALAS RABAUD,,,Sauternes,2,cs,,28,86,17,90,88
1460,,,,,,,,,,,,,
1461,2007,CH. SUDUIRAUT,,1er Cru Classé,Sauternes,1,cs,,42,93,***** 19,95,
1462,2010,CH. SUDUIRAUT,,1er Cru Classé,Sauternes,3,cs,,48.5,96,***** 19,93,95
1463,2011,CH. SUDUIRAUT,,1er Cru Classé,Sauternes,4,cs,,45,93,***** 18.5,96,96
1464,2013,CH. SUDUIRAUT,,1er Cru Classé,Sauternes,1,cs,,42,93-95,17.5,92-95,92-93
1465,,,,,,,,,,,,,
